date,time,tara,tweight,dweight,pweight,chemical_id,MUESTRA,%Fe,%Cu,%Zn,%Mo,%Ins,pSol,CODIGO_MUESTRA
2025/08/06,17:52:00,109,1204.5,195,1095.5,1754519758,Concentrado Colectivo,26.187,17.836,0.189,0.781,18.72,17.8,C_01_S10
2025/08/06,17:54:00,110,1150.5,351,1040.5,1754520407,Concentrado Primario L1,28.879,12.544,0.137,0.463,21.48,33.73,C_01_S15
2025/08/06,17:57:00,110.5,1158,124.5,1047.5,1754520933,Cola Scavenger L1,24.03,0.167,0,0.005,0,11.89,C_01_S04
2025/08/06,18:00:00,110,1039.5,286.5,929.5,1754521039,Rebose Hidrociclones L2,4.194,0.289,0.011,0.011,0,30.82,C_01_S02
2025/08/11,12:08:00,110.5,1045,334.5,934.5,1754932045,Rebose Hidrociclones L1,2.567,0.416,0.008,0.011,0,35.79,C_01_S01
2025/08/11,12:12:00,110.5,1320,142,1209.5,1754932084,Cola Scavenger L1,23.943,0.182,0,0.006,0,11.74,C_01_S04
2025/08/11,12:13:00,109,1019,207.5,910,1754932089,Concentrado Colectivo,30.827,26.567,0.226,0.593,7.96,22.8,C_01_S10
2025/08/11,12:16:00,108.5,1267,29.5,1158.5,1754932174,Cola Scavenger L2,22.285,0.327,0,0.015,0,2.55,C_01_S05
2025/08/11,12:21:00,110,1098.5,253.5,988.5,1754932370,Concentrado Primario L1,32.117,15.423,0.168,0.515,19.72,25.64,C_01_S15
2025/08/13,11:58:00,109,958,202.5,849,1755104108,Relave Final,2.645,0.069,0,0.004,0,23.85,C_01_S03
2025/08/13,12:02:00,107,1131,128.5,1024,1755104112,Cola Scavenger L1,15.555,0.221,0,0.012,0,12.55,C_01_S04
2025/08/13,12:04:00,110.5,954.5,93,844,1755104122,Concentrado 1ra Limpieza L1,29.787,22.686,0,0.599,13.38,11.02,C_01_S08
2025/08/13,12:08:00,110,1004,177.5,894,1755104124,Concentrado 1ra Limpieza L2,27.742,21.592,0,0.632,14.78,19.85,C_01_S09
2025/08/13,12:11:00,110.6,1039.5,190.5,928.9,1755104126,Concentrado Colectivo,27.743,24.676,0,0.804,11.76,20.51,C_01_S10
2025/08/13,12:13:00,109.5,1221.5,443,1112,1755104129,Concentrado Primario L2,28.14,16.119,0,0.35,19.62,39.84,C_01_S14
2025/08/15,12:30:00,111,768.5,150,657.5,1755278961,Relave Final,1.987,0.044,0,0.003,0,22.81,C_01_S03
2025/08/15,12:33:00,110,949,87,839,1755278995,Concentrado 1ra Limpieza L1,30.387,20.099,0,0.662,11.72,10.37,C_01_S08
2025/08/15,12:37:00,109,988,181,879,1755279005,Concentrado 1ra Limpieza L2,28.883,19.303,0,0.721,13.28,20.59,C_01_S09
2025/08/15,12:39:00,110,828,236.5,718,1755279009,Rebose Hidrociclones L2,2.566,0.377,0,0.013,0,32.94,C_01_S02
2025/08/15,12:40:00,110,1306,563,1196,1755279017,Concentrado Primario L2,33.1,8.458,0,0.299,19.12,47.07,C_01_S14
2025/08/15,12:43:00,108.5,1369.5,189.5,1261,1755279028,Cola Scavenger L2,26.14,0.173,0,0.003,0,15.03,C_01_S05
2025/08/15,12:46:00,110.5,1367,172,1256.5,1755279036,Cola Scavenger L1,24.304,0.174,0,0.003,0,13.69,C_01_S04
2025/08/15,12:48:00,109,1024,204,915,1755279041,Concentrado Colectivo,30.313,22.985,0,0.914,9.64,22.3,C_01_S10
2025/08/18,16:58:00,110,1057,356.5,947,1755554158,Rebose Hidrociclones L1,2.7,0.484,0,0.024,0,37.65,C_01_S01
2025/08/18,17:01:00,110,951.5,80,841.5,1755554168,Concentrado 1ra Limpieza L1,28.063,23.582,0,0.785,12.08,9.51,C_01_S08
2025/08/18,17:02:00,110,1057.5,320.5,947.5,1755544175,Rebose Hidrociclones L2,2.686,0.475,0,0.023,0,33.83,C_01_S02
2025/08/18,17:04:00,110,992.5,201,882.5,1755554178,Concentrado 1ra Limpieza L2,28.198,20.995,0,0.915,15.84,22.78,C_01_S09
2025/08/18,17:06:00,111,930,155,819,1755554191,Relave Final,2.441,0.059,0,0.006,0,18.93,C_01_S03
2025/08/18,17:07:00,109,861,247.5,752,1755554195,Concentrado Colectivo,30.874,22.686,0,0.679,7.66,32.91,C_01_S10
2025/08/18,17:10:00,110.5,1378.5,206.5,1268,1755554201,Cola Scavenger L1,19.516,0.134,0,0.005,0,16.29,C_01_S04
2025/08/18,17:13:00,108.5,1362,232.5,1253.5,1755554209,Cola Scavenger L2,19.224,0.111,0,0.004,0,18.55,C_01_S05
2025/08/18,17:15:00,110,949,317,839,1755554212,Concentrado Primario L2,27.133,14.328,0,0.62,21.62,37.78,C_01_S14
2025/08/18,17:20:00,110,1490,577.5,1380,1755555555,Concentrado Primario L1,27.886,14.229,0,0.634,20.92,41.85,C_01_S15
2025/08/20,17:14:00,110.5,1285,113.5,1174.5,1755727900,Cola Scavenger L1,13.22,0.147,0,0.013,0,9.66,C_01_S04
2025/08/20,17:17:00,110,948,455,838,1755727905,Concentrado 1ra Limpieza L1,27.285,22.885,0,1.342,13,54.3,C_01_S08
2025/08/20,17:19:00,108.5,985.5,118.5,877,1755727908,Cola Scavenger L2,12.47,0.186,0,0.014,0,13.51,C_01_S05
2025/08/20,17:22:00,110,1322,123.5,1212,1755727912,Concentrado 1ra Limpieza L2,27.212,23.383,0,1.402,12.44,10.19,C_01_S09
2025/08/20,17:24:00,109.5,1020.5,165,911,1755727916,Concentrado Colectivo,30.147,21.094,0,1.59,12.54,18.11,C_01_S10
2025/08/20,17:31:00,110,963,325.5,853,1755729026,Concentrado Primario L2,33.528,11.94,0,0.627,13.02,38.16,C_01_S14
2025/08/27,17:00:00,110,1010.5,225,900.5,1755729029,Concentrado 1ra Limpieza L2,26.337,24.235,0.154,2.297,13.88,24.99,C_01_S09
2025/08/27,17:00:00,109,999,131,890,1755729030,Concentrado Colectivo,25.721,24.433,0.155,2.029,13.78,14.72,C_01_S10
2025/08/27,17:00:00,110.5,966.5,97,856,1755729028,Concentrado 1ra Limpieza L1,28.284,26.267,0.149,1.88,11.16,11.33,C_01_S08
2025/08/27,17:00:00,109.5,1122,372.5,1012.5,1755729032,Concentrado Primario L1,22.693,20.468,0.121,1.644,24.06,36.79,C_01_S15
2025/08/27,17:00:00,110,1160.5,385,1050.5,1755729031,Concentrado Primario L2,21.264,18.882,0.115,1.482,27.34,36.65,C_01_S14
2025/08/27,17:00:00,110.5,1079,381,968.5,1755729027,Rebose Hidrociclones L1,2.642,0.654,0.008,0.051,0,39.34,C_01_S01
2025/08/29,16:02:00,111,1084,250,973,1756501217,Relave Final,2.624,0.363,0,0.042,0,25.69,C_01_S03
2025/08/29,16:03:00,110,1050.5,243.5,940.5,1756501360,Concentrado Colectivo,25.583,22.897,0.196,2.371,15.88,25.89,C_01_S10
2025/08/29,16:06:00,110.5,1289,82.5,1178.5,1756501380,Cola Scavenger L1,9.122,0.25,0,0.024,0,7,C_01_S04
2025/08/29,16:08:00,110,1096,293,986,1756501416,Concentrado Primario L1,18.45,14.67,0.126,1.471,35.94,29.72,C_01_S15
2025/08/29,16:09:00,110,1082.5,402,972.5,1756501481,Rebose Hidrociclones L1,3.366,0.662,0.01,0.062,0,41.34,C_01_S01
2025/08/29,16:12:00,108,1084,388,976,1756501728,Rebose Hidrociclones L2,3.026,0.594,0.009,0.061,0,39.75,C_01_S02
2025/09/01,11:46:00,110.5,1070.5,360.5,960,1756744966,Rebose Hidrociclones L1,2.831,0.504,0,0.032,0,37.55,C_01_S01
2025/09/01,11:49:00,109,943.5,103,834.5,1756744999,Concentrado 1ra Limpieza L1,27.299,25.176,0,1.721,12.28,12.34,C_01_S08
2025/09/01,11:51:00,108.5,1293.5,106.5,1185,1756745009,Cola Scavenger L1,6.363,0.135,0,0.011,0,8.99,C_01_S04
2025/09/01,11:53:00,110,1140.5,374.5,1030.5,1756745014,Concentrado Primario L2,22.967,19.13,0,1.293,27.18,36.34,C_01_S14
2025/09/01,11:55:00,108,1310,113.5,1202,1756745020,Cola Scavenger L2,6.115,0.117,0,0.008,0,9.44,C_01_S05
2025/09/01,11:58:00,110.5,1006.5,270,896,1756745025,Concentrado 1ra Limpieza L2,27.659,24.037,0,1.745,13.28,30.13,C_01_S09
2025/09/01,11:59:00,110,1117,323,1007,1756745151,Concentrado Primario L1,21.83,17.445,0,1.168,31.14,32.08,C_01_S15
2025/09/01,12:01:00,110.5,1048,233.5,937.5,1756745157,Concentrado Colectivo,27.082,26.217,0,1.813,12.24,24.91,C_01_S10
2025/09/03,11:03:00,110.5,1082,392,971.5,1756915287,Rebose Hidrociclones L1,2.579,0.617,0,0.046,0,40.35,C_01_S01
2025/09/03,11:06:00,110,963,105.5,853,1756915292,Concentrado 1ra Limpieza L1,28.684,24.185,0,1.65,12.74,12.37,C_01_S08
2025/09/03,11:08:00,108.5,1341,177.5,1232.5,1756915295,Cola Scavenger L1,5.821,0.171,0,0.008,0,14.4,C_01_S04
2025/09/03,11:10:00,110.5,833.5,243.9,723,1756915301,Concentrado 1ra Limpieza L2,27.727,22.104,0,1.685,15.52,33.73,C_01_S09
2025/09/03,11:13:00,108,1332,149,1224,1756915306,Cola Scavenger L2,5.82,0.152,0,0.006,0,12.17,C_01_S05
2025/09/03,11:18:00,112.5,1330.5,401,1218,1756916198,Concentrado Colectivo,28.527,22.599,0,1.757,13.76,32.92,C_01_S10
2025/09/05,11:18:00,111,999,212,888,1757088957,Relave Final,1.656,0.075,0,0.008,0,23.87,C_01_S03
2025/09/05,11:20:00,110,1075.5,327.5,965.5,1757089071,Rebose Hidrociclones L1,2.336,0.582,0.012,0.04,0,33.92,C_01_S01
2025/09/05,11:23:00,110.5,967.5,119.5,857,1757089127,Concentrado 1ra Limpieza L1,25.999,22.005,0.322,1.832,16.5,13.94,C_01_S08
2025/09/05,11:29:00,110,1121,279,1011,1757088274,Concentrado Primario L1,20.953,15.463,0.229,1.345,33.3,27.6,C_01_S15
2025/09/05,11:32:00,110,1010,284,900,1757089335,Concentrado 1ra Limpieza L2,25.985,22.798,0.329,1.804,16.08,31.56,C_01_S09
2025/09/05,11:33:00,110,1172.5,380.5,1062.5,1757089415,Concentrado Primario L2,22.836,16.751,0.245,1.307,28.36,35.81,C_01_S14
2025/09/05,11:36:00,110.5,1333,147.5,1222.5,1757089810,Cola Scavenger L1,8.405,0.156,0,0.014,0,12.07,C_01_S04
2025/09/05,11:40:00,109,1328.5,146,1219.5,1757089983,Cola Scavenger L2,8.199,0.179,0,0.011,0,11.97,C_01_S05
2025/09/05,11:43:00,108,1055,352,947,1757089988,Rebose Hidrociclones L2,2.618,0.62,0.012,0.043,0,37.17,C_01_S02
2025/09/05,11:45:00,110,1275.5,327,1165.5,1757090653,Concentrado Colectivo,25.828,20.518,0.299,1.828,18.96,28.06,C_01_S10
2025/09/08,11:21:00,110,1067,229.5,957,1757348386,Concentrado Primario L2,19.766,16.115,0.097,1.188,35.7,23.98,C_01_S14
2025/09/08,11:23:00,110,982.5,226.5,872.5,1757348389,Relave Final,2.368,0.078,0,0.011,0,25.96,C_01_S03
2025/09/08,11:25:00,110.5,937.5,296.5,827,1757348393,Concentrado 1ra Limpieza L2,27.011,24.739,0.153,1.528,13.68,35.85,C_01_S09
2025/09/08,11:27:00,110,1109.5,285,999.5,1757348395,Concentrado Primario L1,20.559,16.164,0.093,1.057,37.06,28.51,C_01_S15
2025/09/08,11:30:00,108.5,1288,139,1179.5,1757348396,Cola Scavenger L1,6.432,0.135,0,0.016,0,11.78,C_01_S04
2025/09/08,11:33:00,108,1284,133,1176,1757348409,Cola Scavenger L2,6.38,0.139,0,0.016,0,11.31,C_01_S05
2025/09/08,11:35:00,110.5,1024.5,250,914,1757348411,Concentrado Colectivo,27.015,24.788,0.144,1.752,12.8,27.35,C_01_S10
2025/09/08,11:38:00,109,859.5,106,750.5,1757348459,Concentrado 1ra Limpieza L1,26.989,25.576,0.145,1.528,12.3,14.12,C_01_S08
2025/09/08,11:40:00,110.5,1078,382,967.5,1757348882,Rebose Hidrociclones L1,2.496,0.593,0.007,0.035,0,39.48,C_01_S01
2025/09/10,16:49:00,110.5,1237.5,129.5,1127,1757540629,Cola Scavenger L1,18.773,0.152,0,0.012,0,11.49,C_01_S04
2025/09/10,16:53:00,109,1203,125,1094,1657540631,Cola Scavenger L2,17.958,0.139,0,0.013,0,11.43,C_01_S05
2025/09/10,16:55:00,110.5,766,109.5,655.5,1757540634,Concentrado 1ra Limpieza L1,29.054,22.964,0,0.785,12.38,16.7,C_01_S08
2025/09/10,16:59:00,110,793,231.5,683,1757540636,Concentrado 1ra Limpieza L2,29.456,22.225,0,0.847,13.24,33.89,C_01_S09
2025/09/10,17:02:00,110,899.5,200,789.5,1757540637,Concentrado Colectivo,27.74,24.541,0,0.97,13.62,25.33,C_01_S10
2025/09/12,11:07:00,110.5,871,112,760.5,1757693082,Cola Scavenger L1,21.193,0.122,0,0.007,0,14.73,C_01_S04
2025/09/12,11:09:00,110,791.5,154.5,681.5,1757693085,Rebose Hidrociclones L1,2.803,0.61,0,0.017,0,22.67,C_01_S01
2025/09/12,11:12:00,110,802,172,692,1759693091,Relave Final,2.534,0.038,0,0.002,0,24.86,C_01_S03
2025/09/12,11:18:00,109,915,124,806,1757693769,Cola Scavenger L2,21.809,0.115,0,0.005,0,15.38,C_01_S05
2025/09/12,11:22:00,110.5,536,67,425.5,1757693896,Concentrado 1ra Limpieza L1,31.082,23.194,0,0.798,11.7,15.75,C_01_S08
2025/09/12,11:26:00,110,533,134,423,1757693897,Concentrado 1ra Limpieza L2,30.883,21.906,0,0.763,12.58,31.68,C_01_S09
2025/09/12,11:28:00,110,670,134,560,1757693901,Concentrado Colectivo,29.451,23.888,0,0.859,13.34,23.93,C_01_S10
2025/09/12,11:30:00,110,894.5,288,784.5,1757694287,Concentrado Primario L1,31.663,11.101,0,0.402,22.06,36.71,C_01_S15
2025/09/15,18:09:00,110,591,111,481,1757977416,Relave Final,1.914,0.067,0,0.006,0,23.08,C_01_S03
2025/09/15,18:12:00,110.5,659,41,548.5,1757977420,Cola Scavenger L1,21.805,0.252,0,0.009,0,7.47,C_01_S04
2025/09/15,18:16:00,109,611.5,38,502.5,1757977422,Cola Scavenger L2,22.68,0.211,0,0.009,0,7.56,C_01_S05
2025/09/15,18:18:00,110.5,373,44,262.5,1757977984,Concentrado 1ra Limpieza L1,31.062,22.798,0,1.322,0,16.76,C_01_S08
2025/09/15,18:22:00,110,364,82.5,254,1757977985,Concentrado 1ra Limpieza L2,30.246,22.104,0,1.335,0,32.48,C_01_S09
2025/09/15,18:25:00,110,472,103,362,1757977988,Concentrado Colectivo,30.822,23.888,0,1.488,0,28.45,C_01_S10
2025/09/17,17:20:00,110,266.5,21.5,156.5,1758147359,Concentrado 1ra Limpieza L1,28.565,21.013,0,1.102,17.06,13.74,C_01_S08
2025/09/17,17:27:00,108,481.5,110.5,373.5,1758147371,Rebose Hidrociclones L2,2.786,0.761,0,0.04,0,29.59,C_01_S02
2025/09/17,17:29:00,110.5,298,62,187.5,1758147375,Concentrado 1ra Limpieza L2,28.695,19.031,0,1.13,18.6,33.07,C_01_S09
2025/09/17,17:34:00,107,400,35,293,1758147388,Cola Scavenger L1,21.027,0.154,0,0.008,0,11.95,C_01_S04
2025/09/17,17:38:00,108.5,422.5,35.5,314,1758147393,Cola Scavenger L2,22.228,0.151,0,0.008,0,11.31,C_01_S05
2025/09/17,17:40:00,110,422,98.5,312,1758148707,Rebose Hidrociclones L1,3.004,0.596,0,0.033,0,31.57,C_01_S01
2025/09/17,17:42:00,110.5,320.5,50,210,1758148711,Concentrado Colectivo,27.797,20.022,0,1.217,18.66,23.81,C_01_S10
2025/09/24,11:35:00,110,929,218,819,1758731480,Concentrado Primario L1,17.286,12.489,0.062,1.284,42.3,26.62,C_01_S15
2025/09/24,11:38:00,110.5,945.5,128,835,1758731687,Concentrado 1ra Limpieza L1,29.069,23.095,0.115,2.332,12.44,15.33,C_01_S08
2025/09/24,11:40:00,111,975,227.5,864,1758731690,Relave Final,1.442,0.067,0,0.008,0,26.33,C_01_S03
2025/09/24,11:41:00,110,1024.5,202.5,914.5,1758731708,Concentrado Colectivo,28.597,25.771,0.132,2.785,10.42,22.14,C_01_S10
2025/09/24,11:44:00,108.5,1285,111,1176.5,1758731716,Cola Scavenger L2,15.5,0.182,0,0.014,0,9.43,C_01_S05
2025/09/24,11:45:00,110,1006,313,896,1758731749,Concentrado Primario L2,23.131,13.877,0.075,1.635,30.06,34.93,C_01_S14
2025/09/24,11:47:00,108,1069.5,376.5,961.5,1758731755,Rebose Hidrociclones L2,1.783,0.601,0.005,0.048,0,39.16,C_01_S02
2025/09/24,11:50:00,110,1006,254,896,1758731771,Concentrado 1ra Limpieza L2,28.729,22.5,0.107,2.476,13.72,28.35,C_01_S09
2025/09/24,11:52:00,110.5,1288.5,110,1178,1758731774,Cola Scavenger L1,16.518,0.15,0,0.012,0,9.34,C_01_S04
2025/09/26,11:19:00,110,999.5,227.5,889.5,1758903369,Concentrado Colectivo,26.736,23.412,0,3.202,13.48,25.58,C_01_S10
2025/09/26,11:20:00,111,953.5,217,842.5,1758903374,Relave Final,1.088,0.063,0,0.011,0,25.76,C_01_S03
2025/09/26,11:23:00,110,1007,279,897,1758903375,Concentrado 1ra Limpieza L2,28.401,21.445,0,2.613,13.84,31.1,C_01_S09
2025/09/26,11:25:00,110.5,1215,165.5,1104.5,1758903380,Cola Scavenger L1,16.868,0.177,0,0.012,0,14.98,C_01_S04
2025/09/26,11:27:00,110.5,937,129,826.5,1758903383,Concentrado 1ra Limpieza L1,28.239,21.937,0,2.87,12.62,15.61,C_01_S08
2025/09/26,11:29:00,108,1041.5,374.5,933.5,1758903388,Rebose Hidrociclones L2,1.467,0.525,0.006,0.072,0,40.12,C_01_S02
2025/09/26,11:31:00,110,976.5,327.5,866.5,1758903758,Concentrado Primario L2,24.322,16.329,0,2.016,25.74,37.8,C_01_S14
2025/09/26,11:34:00,108.5,1277.5,128,1169,1758904230,Cola Scavenger L2,15.914,0.154,0,0.01,0,10.95,C_01_S05
2025/09/26,11:37:00,110,960.5,265,850.5,1758904233,Concentrado Primario L1,23.853,14.756,0,2.322,27.68,31.16,C_01_S15
2025/09/29,11:26:00,111,953,213.5,842,1759162977,Relave Final,1.936,0.069,0,0.008,0,25.36,C_01_S03
2025/09/29,11:29:00,110.5,1275,123.5,1164.5,1759162979,Cola Scavenger L1,21.953,0.17,0,0.013,0,10.61,C_01_S04
2025/09/29,11:33:00,108.5,1269,115.5,1160.5,1759162981,Cola Scavenger L2,23.689,0.167,0,0.013,0,9.95,C_01_S05
2025/09/29,11:35:00,110.5,941,114,830.5,1759162984,Concentrado 1ra Limpieza L1,30.226,22.401,0,2.051,12.04,13.73,C_01_S08
2025/09/29,11:39:00,110,1013.5,296.5,903.5,1759162986,Concentrado 1ra Limpieza L2,28.028,21.592,0,2.085,12.56,32.82,C_01_S09
2025/09/29,11:42:00,110,1011.5,209.5,901.5,1759162988,Concentrado Colectivo,26.526,22.985,0,2.096,14.78,23.24,C_01_S10
2025/09/29,11:44:00,110,1172.5,432,1062.5,1759164178,Concentrado Primario L2,27.161,16.02,0,1.338,19.64,40.66,C_01_S14
2025/09/29,11:47:00,110,1065.5,235,955.5,1759164179,Concentrado Primario L1,24.996,16.915,0,1.637,23.12,24.59,C_01_S15
2025/10/03,12:15:00,111,970.5,224,859.5,1759511612,Relave Final,2.79,0.079,0,0.01,0,26.06,C_01_S03
2025/10/03,12:18:00,110,996,270.5,886,1759511617,Concentrado 1ra Limpieza L2,27.965,24.086,0,2.883,12.02,30.53,C_01_S09
2025/10/03,12:20:00,108.5,1249,84,1140.5,1759511623,Cola Scavenger L2,19.291,0.37,0,0.035,0,7.37,C_01_S05
2025/10/03,12:24:00,108.5,1237.5,80,1129,1759511627,Cola Scavenger L1,19.253,0.377,0,0.038,0,7.09,C_01_S04
2025/10/03,12:25:00,110,1172.5,424.5,1062.5,1759511631,Concentrado Primario L2,28.511,15.562,0,1.834,21.52,39.95,C_01_S14
2025/10/03,12:27:00,110,1040.5,239,930.5,1759511635,Concentrado Colectivo,28.44,26.465,0,3.19,8.34,25.69,C_01_S10
2025/10/13,10:04:00,111,951,198.5,840,1760367812,Relave Final,1.895,0.103,0,0.011,0,23.63,C_01_S03
2025/10/13,10:08:00,110.5,1248,69.5,1137.5,1760367827,Cola Scavenger L1,17.085,0.257,0,0.031,0,6.11,C_01_S04
2025/10/13,10:11:00,113,1247.5,89,1134.5,1760367830,Cola Scavenger L2,16.65,0.267,0,0.038,0,7.84,C_01_S05
2025/10/13,10:14:00,115,970.5,167,855.5,1760367834,Concentrado 1ra Limpieza L1,27.448,23.681,0,2.376,11.86,19.52,C_01_S08
2025/10/13,10:18:00,113.5,1014.5,284.5,901,1760367837,Concentrado 1ra Limpieza L2,27.345,24.278,0,2.179,11.08,31.58,C_01_S09
2025/10/13,10:20:00,110,1067,293.5,957,1760367840,Concentrado Colectivo,27.211,26.368,0,2.187,9.5,30.67,C_01_S10
2025/10/13,10:22:00,113.5,1157.5,401,1044,1760367842,Concentrado Primario L2,23.663,18.607,0,1.628,24.8,38.41,C_01_S14
2025/10/13,10:35:00,100,1105.5,289,1005.5,1760369509,Concentrado Primario L1,24.49,17.313,0,1.708,25.1,28.74,C_01_S15
2025/10/15,10:49:00,110.5,1034,356.6,923.5,1760543228,Rebose Hidrociclones L1,2.388,0.618,0,0.025,0,38.61,C_01_S01
2025/10/15,10:53:00,110,971.5,236,861.5,1760543233,Relave Final,2,0.066,0,0.007,0,27.39,C_01_S03
2025/10/15,10:56:00,108.5,1268,148,1159.5,1760543235,Cola Scavenger L1,18.148,0.171,0,0.015,0,12.76,C_01_S04
2025/10/15,10:59:00,109,1252.5,148.5,1143.5,1760543236,Cola Scavenger L2,18.019,0.156,0,0.013,0,12.99,C_01_S05
2025/10/15,11:02:00,109,940.5,137,831.5,1760543802,Concentrado 1ra Limpieza L1,28.768,24.776,0,1.215,11.28,16.48,C_01_S08
2025/10/15,11:06:00,110.5,987.5,239,877,1760543803,Concentrado 1ra Limpieza L2,28.238,23.482,0,1.227,12.46,27.25,C_01_S09
2025/10/15,11:08:00,110.6,979,187.5,868.4,1760543805,Concentrado Colectivo,27.914,26.368,0,1.222,10.38,21.59,C_01_S10
2025/10/15,11:31:00,110,1131.5,353.5,1021.5,1760545785,Concentrado Primario L2,27.676,13.731,0,0.496,24.22,34.61,C_01_S14
2025/10/15,11:36:00,110.6,1087,260,976.4,1760545787,Concentrado Primario L1,24.034,16.816,0,0.878,28.48,26.63,C_01_S15
2025/10/17,10:45:00,107,1278.5,150,1171.5,1760715368,Cola Scavenger L1,14.081,0.1,0,0.011,0,12.8,C_01_S04
2025/10/17,10:48:00,108.5,1295.5,157,1187,1760715381,Cola Scavenger L2,15.022,0.099,0,0.011,0,13.23,C_01_S05
2025/10/17,10:51:00,110.5,930.5,115,820,1760715383,Concentrado 1ra Limpieza L1,26.516,25.174,0,1.592,13.24,14.02,C_01_S08
2025/10/17,10:54:00,110,981,239.5,871,1760715385,Concentrado 1ra Limpieza L2,26.297,24.875,0,1.469,27.42,27.5,C_01_S09
2025/10/17,10:56:00,110,1206.5,470.5,1096.5,1760715387,Concentrado Primario L1,28.049,14.328,0,0.822,21.32,42.91,C_01_S15
2025/10/22,18:07:00,110,1043,369.5,933,1761174281,Concentrado Primario L2,29.12,17.114,0.105,1.049,18.46,39.6,C_01_S14
2025/10/22,18:08:00,110.5,1386,285,1275.5,1761174332,Concentrado Colectivo,28.375,26.467,0.15,1.64,10.62,22.34,C_01_S10
2025/10/22,18:18:00,110.5,957.5,271,847,1761174846,Concentrado 1ra Limpieza L2,29.131,24.079,0.146,1.66,11.7,32,C_01_S09
2025/10/22,18:21:00,110.5,982.5,95.5,872,1761174928,Cola Scavenger L1,18.141,0.189,0,0.014,0,10.95,C_01_S04
2025/10/22,18:23:00,109,756,63.5,647,1761174936,Concentrado 1ra Limpieza L1,29.446,26.268,0.155,1.392,9.2,9.81,C_01_S08
2025/10/22,18:26:00,113,958,95,845,1761174943,Cola Scavenger L2,18.155,0.191,0,0.014,0,11.24,C_01_S05
2025/10/22,18:28:00,111,658.5,168,547.5,1761175335,Relave Final,1.944,0.078,0,0.006,0,30.68,C_01_S03
2025/10/22,18:31:00,110.5,694,229.5,583.5,1761175479,Rebose Hidrociclones L1,2.681,0.48,0.007,0.032,0,39.33,C_01_S01
2025/10/22,18:36:00,109,687,222,578,1761176097,Rebose Hidrociclones L2,2.667,0.523,0.007,0.034,0,38.41,C_01_S02
2025/10/24,12:07:00,100,1152.5,209.5,1052.5,1761325588,Concentrado Colectivo,27.825,21.89,0.124,1.801,15.22,19.9,C_01_S10
2025/10/24,12:09:00,110,968.5,303,858.5,1761325594,Concentrado Primario L2,25.092,16.169,0.089,1.396,26,35.29,C_01_S14
2025/10/24,12:11:00,108.5,1085,106.5,976.5,1761325623,Cola Scavenger L1,16.325,0.179,0,0.012,0,10.91,C_01_S04
2025/10/24,12:13:00,113.5,984,393.5,870.5,1761325708,Concentrado Primario L1,27.416,15.472,0.083,1.326,22.5,45.2,C_01_S15
2025/10/24,12:15:00,115,903.5,89.5,788.5,1761325802,Concentrado 1ra Limpieza L1,28.584,23.582,0.122,1.7,12.12,11.35,C_01_S08
2025/10/24,12:17:00,110.3,823,143,712.8,1761325978,Relave Final,1.565,0.09,0,0.009,0,20.06,C_01_S03
2025/10/24,12:21:00,108.5,936.5,88.5,828,1761326282,Cola Scavenger L2,17.057,0.151,0,0.01,0,10.69,C_01_S05
2025/10/24,12:24:00,113.5,1113.5,257.5,1000,1761326289,Concentrado 1ra Limpieza L2,28.437,22.288,0.118,1.774,13.46,25.75,C_01_S09
2025/10/29,11:32:00,110,880,281.5,770,1761755381,Rebose Hidrociclones L1,2.221,0.625,0.005,0.037,0,36.56,C_01_S01
2025/10/29,11:34:00,108,1711,331,1603,1761755383,Rebose Hidrociclones L2,2.154,0.591,0.005,0.038,0,20.65,C_01_S02
2025/10/29,11:37:00,110,803,153,693,1761755384,Relave Final,1.454,0.069,0,0.007,0,22.08,C_01_S03
2025/10/29,11:47:00,107,1125.5,152,1018.5,1761756335,Cola Scavenger L1,9.913,0.133,0,0.011,0,14.92,C_01_S04
2025/10/29,11:51:00,108.5,1102,129.5,993.5,1761756489,Cola Scavenger L2,8.023,0.125,0,0.01,0,13.03,C_01_S05
2025/10/29,11:53:00,109,968,208.5,859,1761756512,Concentrado 1ra Limpieza L1,27.274,21.859,0.091,1.56,16.6,24.27,C_01_S08
2025/10/29,11:57:00,113.5,843.5,75.5,730,1761756513,Concentrado 1ra Limpieza L2,28.963,24.867,0.102,1.616,11.62,10.34,C_01_S09
2025/10/29,12:00:00,110,947,161,837,1761756516,Concentrado Colectivo,28.483,25.569,0.099,1.679,12.36,19.24,C_01_S10
2025/10/29,12:01:00,110,1135,320.5,1025,1761756943,Concentrado Primario L2,22.852,14.439,0.05,1.049,32.76,31.27,C_01_S14
2025/11/03,10:22:00,110.5,707,216,596.5,1762183170,Rebose Hidrociclones L1,2.421,0.463,0.006,0.027,0,36.21,C_01_S01
2025/11/03,10:26:00,108.5,1007.5,101,899,1762183233,Cola Scavenger L1,14.987,0.121,0,0.009,0,11.23,C_01_S04
2025/11/03,10:29:00,108,1005,83.5,897,1762183236,Cola Scavenger L2,13.076,0.113,0,0.008,0,9.31,C_01_S05
2025/11/03,10:32:00,115,941,145,826,1762183239,Concentrado 1ra Limpieza L1,25.226,21.393,0.12,1.352,19.92,17.55,C_01_S08
2025/11/03,10:34:00,110,1057.5,242,947.5,1762183242,Concentrado Colectivo,26.148,24.776,0.132,1.378,14.56,25.54,C_01_S10
