date,time,tara,tweight,dweight,pweight,chemical_id,MUESTRA,%Fe,%Cu,%Zn,%Mo,%Ins,pSol,CODIGO_MUESTRA
2024/01/05,11:29:00,111.5,855,311.5,743.5,5787,Rebose Hidrociclones L2,1.375,0.32,0.003,0.008,0,41.9,C_01_S02
2024/01/05,11:32:00,108,841.5,274,733.5,5786,Rebose Hidrociclones L1,1.365,0.326,0.003,0.009,0,37.36,C_01_S01
2024/01/05,11:34:00,111,811.5,172.5,700.5,5788,Relave Final,1.236,0.04,0,0.003,0,24.63,C_01_S03
2024/01/05,11:37:00,111,770,82.5,659,5791,Concentrado 1ra Limpieza L1,28.17,20.698,0.093,0.649,12.72,12.52,C_01_S08
2024/01/05,11:38:00,109,902.5,288,793.5,5794,Concentrado Primario L2,23.69,16.89,0.082,0.459,25.6,36.29,C_01_S14
2024/01/05,11:40:00,111.5,851,215.5,739.5,5793,Concentrado Colectivo,28.04,24.212,0.102,0.64,9.32,29.14,C_01_S10
2024/01/05,11:42:00,110.5,909,301.5,798.5,5795,Concentrado Primario L1,23.8,16.402,0.075,0.438,25.72,37.76,C_01_S15
2024/01/05,11:44:00,108.5,1078,68.5,969.5,5789,Cola Scavenger L1,6.66,0.165,0,0.014,0,7.07,C_01_S04
2024/01/05,11:47:00,110,776,93,666,5792,Concentrado 1ra Limpieza L2,27.91,23.968,0.108,0.589,10.38,13.96,C_01_S09
2024/01/05,11:49:00,108.5,1070,65.5,961.5,5790,Cola Scavenger L2,6.95,0.124,0,0.013,0,6.81,C_01_S05
2024/01/08,11:44:00,109,791.5,74,682.5,5801,Relave Final,0.7,0.041,0,0.003,0,10.84,C_01_S03
2024/01/08,11:48:00,110.5,1083.5,39.5,973,5802,Cola Scavenger L1,19.04,0.312,0,0.012,0,4.06,C_01_S04
2024/01/08,11:51:00,108.5,1025.5,47,917,5803,Cola Scavenger L2,19.49,0.375,0,0.014,0,5.13,C_01_S05
2024/01/08,11:54:00,112.5,751,54,638.5,5804,Concentrado 1ra Limpieza L1,28.1,17.281,0.07,1.05,14.06,8.46,C_01_S08
2024/01/08,11:57:00,109.5,887.5,73,778,5805,Concentrado 1ra Limpieza L2,28.36,20.893,0.074,1.004,10.82,9.38,C_01_S09
2024/01/08,12:00:00,110,827,194.5,717,5806,Concentrado Colectivo,28.05,23.236,0.082,1.07,9.08,27.13,C_01_S10
2024/01/08,12:02:00,110.5,774,254.5,663.5,5807,Concentrado Primario L2,21.84,15.133,0.051,0.715,27,38.36,C_01_S14
2024/01/08,12:03:00,110,951,363.5,841,5800,Rebose Hidrociclones L2,1.015,0.272,0.002,0.01,0,43.22,C_01_S02
2024/01/15,17:08:00,109,800,116.5,691,5810,Relave Final,1.271,0.044,0,0.005,0,16.86,C_01_S03
2024/01/15,17:12:00,110.5,1115.5,111.5,1005,5811,Cola Scavenger L1,11.74,0.098,0,0.01,0,11.09,C_01_S04
2024/01/15,17:15:00,108.5,1111,81.5,1002.5,5812,Cola Scavenger L2,11.03,0.106,0,0.012,0,8.13,C_01_S05
2024/01/15,17:18:00,112.5,765.5,77.5,653,5813,Concentrado 1ra Limpieza L1,25.09,17.279,0.061,1.397,23.42,11.87,C_01_S08
2024/01/15,17:21:00,110.5,755,59.5,644.5,5814,Concentrado 1ra Limpieza L2,26.86,21.649,0.067,1.197,16.26,9.23,C_01_S09
2024/01/15,17:24:00,110,770,137.5,660,5815,Concentrado Colectivo,26.07,21.344,0.073,1.577,17.7,20.83,C_01_S10
2024/01/15,17:26:00,109.5,908,235.5,798.5,5816,Concentrado Primario L2,21.6,13.213,0.044,0.755,35.56,29.49,C_01_S14
2024/01/15,17:28:00,110.5,916.5,228.5,806,5817,Concentrado Primario L1,19.08,10.672,0.042,0.662,42.04,28.35,C_01_S15
2024/01/15,17:30:00,108,904,271.5,796,5808,Rebose Hidrociclones L1,1.782,0.463,0.003,0.027,0,34.11,C_01_S01
2024/01/15,17:33:00,110,932.5,269,822.5,5809,Rebose Hidrociclones L2,1.713,0.392,0.004,0.024,0,32.71,C_01_S02
2024/01/17,10:22:00,110,919,311,809,5820,Rebose Hidrociclones L1,2.292,0.529,0.003,0.04,0,38.44,C_01_S01
2024/01/17,10:31:00,110,712,33,602,5825,Concentrado 1ra Limpieza L2,26.79,26.63,0.071,2.523,9.42,5.48,C_01_S09
2024/01/17,10:33:00,110,882.5,290,772.5,5828,Concentrado Primario L1,21.8,18.6,0.053,1.357,26.9,37.54,C_01_S15
2024/01/17,10:35:00,111,986.5,69.5,875.5,5822,Cola Scavenger L1,9.17,0.161,0,0.015,0,7.94,C_01_S04
2024/01/17,10:37:00,110,795.5,188,685.5,5826,Concentrado Colectivo,26.49,28.662,0.067,1.942,6.78,27.43,C_01_S10
2024/01/17,10:39:00,110,1111,83,1001,5823,Cola Scavenger L2,9.29,0.213,0,0.025,0,8.29,C_01_S05
2024/01/17,10:42:00,111.5,945,333.5,833.5,5821,Rebose Hidrociclones L2,2.418,0.634,0.003,0.047,0,40.01,C_01_S02
2024/01/17,10:44:00,110.5,758.5,70,648,5824,Concentrado 1ra Limpieza L1,26.8,26.579,0.068,2.009,10.4,10.8,C_01_S08
2024/01/17,10:46:00,110,964,326,854,5827,Concentrado Primario L2,22.7,19.921,0.05,1.325,25.1,38.17,C_01_S14
2024/02/01,16:21:00,110,887.5,312,777.5,5833,Rebose Hidrociclones L2,1.899,0.454,0.004,0.037,0,40.13,C_01_S02
2024/02/01,16:27:00,108,889,310,781,5832,Rebose Hidrociclones L1,18.44,0.519,0.004,0.048,0,39.69,C_01_S01
2024/02/01,16:30:00,109,804.5,162,695.5,5834,Relave Final,1.891,0.067,0,0.009,0,23.29,C_01_S03
2024/02/01,16:33:00,110.5,1086,61,975.5,5835,Cola Scavenger L1,8.43,0.174,0,0.01,0,6.25,C_01_S04
2024/02/01,16:37:00,110,1134,93.5,1024,5836,Cola Scavenger L2,7.83,0.162,0,0.009,0,9.13,C_01_S05
2024/02/01,16:39:00,110.5,808,130.5,697.5,5837,Concentrado 1ra Limpieza L1,26.82,23.072,0.08,1.98,14.22,18.71,C_01_S08
2024/02/01,16:42:00,111.5,800,136.5,688.5,5838,Concentrado Colectivo,28.16,25.527,0.087,2.032,10,19.83,C_01_S10
2024/02/01,16:43:00,109.5,720,203.5,610.5,5839,Concentrado Primario L2,18.75,14.334,0.045,1.366,38180,33.33,C_01_S14
2024/02/01,16:46:00,112.5,941,284,828.5,5840,Concentrado Primario L1,21.7,17.476,0.047,1.723,28820,34.28,C_01_S15
2024/02/02,10:55:00,108.5,1097,113.5,988.5,5844,Cola Scavenger L1,5.3,0.138,0,0.012,0,11.48,C_01_S04
2024/02/02,10:58:00,108.5,1140,133.5,1031.5,5845,Cola Scavenger L2,5.251,0.132,0,0.012,0,12.94,C_01_S05
2024/02/02,11:01:00,111,865.5,147.5,754.5,5843,Relave Final,1.902,0.115,0,0.022,0,19.55,C_01_S03
2024/02/02,11:03:00,110.5,831.5,132,721,5846,Concentrado 1ra Limpieza L1,25.88,20.874,0.073,2.705,17.14,18.31,C_01_S08
2024/02/02,11:07:00,110.5,990.5,385.5,880,5849,Concentrado Primario L1,24.84,18.424,0.062,1.925,23020,43.81,C_01_S15
2024/02/02,11:10:00,110,1020.5,388,910.5,5848,Concentrado Primario L2,23.12,17.248,0.064,1.792,28980,42.61,C_01_S14
2024/02/02,11:11:00,110,859,204.5,749,5847,Concentrado Colectivo,27.48,24.892,0.082,2.61,11.2,27.3,C_01_S10
2024/02/02,11:15:00,111.5,909,352,797.5,5842,Rebose Hidrociclones L2,2.247,0.632,0.004,0.064,0,44.14,C_01_S02
2024/02/02,11:43:00,110,914,346.5,804,5841,Rebose Hidrociclones L1,21.73,0.625,0.003,0.063,0,43.1,C_01_S01
2024/02/05,11:09:00,110.5,807,109.5,696.5,5853,Concentrado 1ra Limpieza L1,30.51,23.324,0.105,0.751,11.34,15.72,C_01_S08
2024/02/05,11:16:00,109.5,950.5,335,841,5855,Concentrado Primario L2,23.53,12.74,0.072,0.436,32.72,39.83,C_01_S14
2024/02/05,11:21:00,110,1139,133,1029,5852,Cola Scavenger L2,14.38,0.276,0,0.025,0,12.93,C_01_S05
2024/02/05,11:24:00,109,865,210,756,5851,Relave Final,1.409,0.089,0,0.004,0,27.78,C_01_S03
2024/02/05,11:27:00,110,907,339.5,797,5850,Rebose Hidrociclones L2,2.211,0.572,0.005,0.02,0,42.6,C_01_S02
2024/02/05,11:28:00,111.5,865,191.5,753.5,5854,Concentrado Colectivo,30.96,27.93,0.163,0.689,7,25.41,C_01_S10
2024/02/06,9:58:00,112,740.5,21.5,628.5,5862,Concentrado 1ra Limpieza L2,27.51,25.872,0.116,1.16,12.24,3.42,C_01_S09
2024/02/06,10:01:00,109.5,1126.5,122.5,1017,5859,Cola Scavenger L1,14.07,0.205,0,0.008,0,12.05,C_01_S04
2024/02/06,10:02:00,110.5,847.5,179.5,737,5863,Concentrado Colectivo,29.94,27.244,0.105,0.907,8.04,24.36,C_01_S10
2024/02/06,10:05:00,108.5,1137.5,159,1029,5860,Cola Scavenger L2,12.95,0.581,0,0.02,0,15.45,C_01_S05
2024/02/06,10:07:00,110.5,938,369.5,827.5,5856,Rebose Hidrociclones L1,1.896,0.618,0.004,0.022,0,44.65,C_01_S01
2024/02/06,10:10:00,111,806.5,121,695.5,5861,Concentrado 1ra Limpieza L1,29.74,23.03,0.095,0.904,12.5,17.4,C_01_S08
2024/02/06,10:11:00,109,999.5,382.5,890.5,5864,Concentrado Primario L2,25.26,16.464,0.066,0.517,29.52,42.95,C_01_S14
2024/02/06,10:13:00,110.5,849.5,172.5,739,5858,Relave Final,1.389,0.131,0,0.006,0,23.34,C_01_S03
2024/02/06,10:21:00,110,918.5,342.5,808.5,5857,Rebose Hidrociclones L2,1.929,0.589,0.004,0.024,0,42.36,C_01_S02
2024/02/07,15:39:00,111.5,930.5,348.5,819,5865,Rebose Hidrociclones L2,2.007,0.502,0.003,0.027,0,42.55,C_01_S02
2024/02/07,15:42:00,110.5,815.5,123.5,705,5869,Concentrado 1ra Limpieza L1,27.92,18.592,0.059,1.14,13.42,17.52,C_01_S08
2024/02/07,15:43:00,110,991,354.5,881,5871,Concentrado Primario L2,21.77,12.886,0.036,0.633,31.52,40.24,C_01_S14
2024/02/07,15:45:00,111,841,166.5,730,5866,Relave Final,1.466,0.089,0,0.006,0,22.81,C_01_S03
2024/02/07,15:46:00,110,921.5,226,811.5,5870,Concentrado Colectivo,26.52,20.854,0.062,1.16,14.6,27.85,C_01_S10
2024/02/07,15:49:00,108.5,921.5,95.5,813,5867,Cola Scavenger L1,15.48,0.169,0,0.006,0,11.75,C_01_S04
2024/02/07,15:52:00,110.5,1155,140,1044.5,5868,Cola Scavenger L2,15.1,0.16,0,0.006,0,13.4,C_01_S05
2024/02/09,10:08:00,111,989.5,145.5,878.5,5873,Relave Final,1.078,0.088,0,0.005,0,16.56,C_01_S03
2024/02/09,10:12:00,108.5,1076,97,967.5,5874,Cola Scavenger L1,10.2,0.104,0,0.005,0,10.03,C_01_S04
2024/02/09,10:15:00,110.5,1097,133,986.5,5875,Cola Scavenger L2,10.4,0.111,0,0.005,0,13.48,C_01_S05
2024/02/09,10:18:00,111.5,942,362.5,830.5,5872,Rebose Hidrociclones L2,2.138,0.588,0.003,0.027,0,43.65,C_01_S02
2024/02/09,10:22:00,110.5,784,110,673.5,5876,Concentrado 1ra Limpieza L1,29.92,16.72,0.06,0.77,16.44,16.33,C_01_S08
2024/02/09,10:24:00,110,902,255.5,792,5878,Concentrado Primario L2,21.75,10.92,0.038,0.51,36.52,32.26,C_01_S14
2024/02/09,10:25:00,110,840,244,730,5877,Concentrado Colectivo,29.75,22.82,0.071,0.96,11,33.42,C_01_S10
2024/02/19,15:34:00,108,931,348,823,5895,Rebose Hidrociclones L1,2.846,0.688,0.004,0.024,0,42.28,C_01_S01
2024/02/19,15:37:00,111,805.5,132.5,694.5,5896,Relave Final,1.856,0.076,0,0.006,0,19.08,C_01_S03
2024/02/19,15:40:00,108.5,1134.5,157.5,1026,5897,Cola Scavenger L1,12.39,0.211,0,0.0122,0,15.35,C_01_S04
2024/02/19,15:43:00,110.5,732.5,51.5,622,5898,Concentrado 1ra Limpieza L1,26.19,22.29,0.098,1.517,12.8,8.28,C_01_S08
2024/02/19,15:45:00,111,818,132.5,707,5899,Concentrado Colectivo,26.13,23.58,0.092,1.015,12.1,18.74,C_01_S10
2024/02/19,15:47:00,109,948.5,328,839.5,5900,Concentrado Primario L2,24.89,20.447,0.062,0.553,18.82,39.07,C_01_S14
2024/02/21,10:27:00,110,901.5,289.5,791.5,5904,Rebose Hidrociclones L2,2.983,0.493,0.007,0.024,0,36.58,C_01_S02
2024/02/21,10:29:00,110.5,761,70.5,650.5,5905,Relave Final,2.932,0.094,0,0.008,0,10.84,C_01_S03
2024/02/21,10:36:00,110,860.5,224.5,750.5,5907,Concentrado Colectivo,30.26,24.38,0.167,0.82,8.88,29.91,C_01_S10
2024/02/21,10:44:00,110.5,755,50.5,644.5,5906,Concentrado 1ra Limpieza L1,30.07,19.1,0.142,1.03,13.08,7.84,C_01_S08
2024/02/28,15:57:00,111,731,240,620,5912,Rebose Hidrociclones L2,2.771,0.537,0.005,0.029,0,38.71,C_01_S02
2024/02/28,15:59:00,108,792,289,684,5911,Rebose Hidrociclones L1,2.686,0.526,0.005,0.028,0,42.25,C_01_S01
2024/02/28,16:02:00,111,724,160,613,5913,Relave Final,2.643,0.072,0,0.006,0,26.1,C_01_S03
2024/02/28,16:05:00,108.5,945.5,91,837,5914,Cola Scavenger L1,14.001,0.364,0,0.007,0,10.87,C_01_S04
2024/02/28,16:09:00,108.5,970.5,104,862,5915,Cola Scavenger L2,15.43,0.329,0,0.006,0,12.06,C_01_S05
2024/02/28,16:11:00,110.5,744,54.5,633.5,5916,Concentrado 1ra Limpieza L1,30.162,16.553,0.105,1.099,13.78,8.6,C_01_S08
2024/02/28,16:14:00,110,870,216,760,5917,Concentrado Colectivo,29.307,20.32,0.128,1.1,11.1,28.42,C_01_S10
2024/02/28,16:16:00,109,944.5,287.5,835.5,5918,Concentrado Primario L2,23.812,14.967,0.088,0.826,26.78,34.41,C_01_S14
2024/02/28,16:18:00,110.5,975.5,332.5,865,5919,Concentrado Primario L1,24.415,14.273,0.083,0.81,26.5,38.44,C_01_S15
2024/03/13,1:08:00,108,910,312,802,,Rebose Hidrociclones L1,2.515,0.501,0.006,0.02,0,38.9,C_01_S01
2024/03/13,1:10:00,110.5,838.5,126,728,,Concentrado 1ra Limpieza L1,29.638,18.777,0.165,1.3,13.9,17.31,C_01_S08
2024/03/13,1:12:00,109.5,922,235,812.5,,Concentrado Primario L2,19.086,7.99,0.097,0.5,44.28,28.92,C_01_S14
2024/03/13,1:13:00,111,855,202,744,,Relave Final,2.248,0.063,0,0.01,0,27.15,C_01_S03
2024/03/13,1:15:00,110,911,224.5,801,,Concentrado Primario L1,21.928,9.688,0.091,0.56,37.64,28.03,C_01_S15
2024/03/13,1:32:00,110,819.5,137.5,709.5,,Concentrado Colectivo,28.865,25.869,0.256,1.61,8.7,19.38,C_01_S10
2024/03/13,1:35:00,108.5,1121,134,1012.5,,Cola Scavenger L2,22.076,0.357,0,0.02,0,13.23,C_01_S05
2024/03/13,10:57:00,109,794.5,124,685.5,,Relave Final,2.405,0.072,0,0.01,0,18.09,C_01_S03
2024/03/13,11:01:00,110.5,811.5,73,701,,Concentrado 1ra Limpieza L1,30.126,21.424,0,1.36,16.54,10.41,C_01_S08
2024/03/13,11:05:00,110,817.5,103.5,707.5,,Concentrado 1ra Limpieza L2,29.752,24.57,0,1.31,8.18,14.63,C_01_S09
2024/03/13,11:07:00,111,882.5,209.5,771.5,,Concentrado Colectivo,28.97,28.466,0,1.48,5.94,27.15,C_01_S10
2024/03/13,11:12:00,108.5,1070.5,62.5,962,,Cola Scavenger L2,25.792,0.668,0,0.01,0,6.5,C_01_S05
2024/03/15,12:11:00,110.5,846,142,735.5,,Concentrado 1ra Limpieza L1,30.594,19.576,0.087,1.15,11.78,19.31,C_01_S08
2024/03/15,14:42:00,110,847,91.5,737,,Concentrado Primario L1,34.147,10.887,0.055,0.45,15.3,12.42,C_01_S15
2024/03/15,15:30:00,110,930,320,820,,Concentrado Colectivo,30.034,25.969,0.118,1.23,5.64,39.02,C_01_S10
2024/03/15,15:32:00,109,995,336.5,886,,Concentrado Primario L2,31.36,9.788,0.058,0.45,20.96,37.98,C_01_S14
2024/03/15,15:43:00,111,851,189,740,,Relave Final,1.979,0.074,0,0.01,0,25.54,C_01_S03
2024/03/18,11:04:00,110.5,868,245,757.5,,Rebose Hidrociclones L1,2.726,0.837,0.005,0.07,0,32.34,C_01_S01
2024/03/18,11:06:00,111,769,88,658,,Relave Final,2.851,0.098,0,0.01,0,13.37,C_01_S03
2024/03/18,11:10:00,108.5,1072.5,94.5,964,,Cola Scavenger L2,16.65,0.532,0,0.04,0,9.8,C_01_S05
2024/03/18,11:13:00,110,968.5,135,858.5,,Concentrado 1ra Limpieza L1,26.648,19.9,0.096,1.81,0,15.73,C_01_S08
2024/03/18,11:16:00,110,839,143.5,729,,Concentrado 1ra Limpieza L2,26.696,20.696,0.097,1.9,0,19.68,C_01_S09
2024/03/18,11:19:00,110,834.5,149,724.5,,Concentrado Colectivo,27.525,24.676,0.114,2.23,0,20.57,C_01_S10
2024/03/18,11:21:00,110.5,844.5,318,734,,Concentrado Primario L1,22.658,16.169,0.841,1.27,0,43.32,C_01_S15
2024/03/20,12:15:00,109,812.5,164.5,703.5,,Relave Final,2.298,0.076,0,0,0,23.38,C_01_S03
2024/03/20,12:17:00,110.5,898,306,787.5,,Rebose Hidrociclones L1,2.573,0.6,0.006,0.02,0,38.86,C_01_S01
2024/03/20,12:20:00,110,870,265,760,,Rebose Hidrociclones L2,2.786,0.597,0.006,0.02,0,34.87,C_01_S02
2024/03/20,12:26:00,112,820,117,708,,Concentrado 1ra Limpieza L1,30.696,18.833,0.186,1.038,15.92,16.53,C_01_S08
2024/03/20,12:29:00,110,867,216,757,,Concentrado Colectivo,31.396,24.879,0.27,1.131,10.42,28.53,C_01_S10
2024/03/20,12:30:00,109.5,992,361.5,882.5,,Concentrado Primario L2,32.235,13.877,0.104,0.571,21.62,40.96,C_01_S14
2024/03/20,12:31:00,110,1035.5,388.5,925.5,,Concentrado Primario L1,32.991,11.201,0.091,0.541,22.38,41.98,C_01_S15
2024/03/20,12:37:00,110,866,181.5,756,,Concentrado 1ra Limpieza L2,30.875,20.121,0.196,0.947,14.92,24.01,C_01_S09
2024/03/20,12:40:00,108.5,1069,91.5,960.5,,Cola Scavenger L2,20.925,0.563,0,0.014,0,9.53,C_01_S05
2024/03/25,12:26:00,110.5,851,306,740.5,1711387447,Rebose Hidrociclones L1,3.209,0.51,0,0.027,0,41.32,C_01_S01
2024/03/25,12:28:00,109,761.5,157.5,652.5,1711387549,Relave Final,3.861,0.067,0,0.006,0,24.14,C_01_S03
2024/03/25,12:34:00,108.5,1020,104,911.5,1711387800,Cola Scavenger L2,23.751,0.22,0,0.011,0,11.41,C_01_S05
2024/03/25,12:37:00,110,827.5,291,717.5,1711387980,Rebose Hidrociclones L2,3.027,0.448,0,0.024,0,40.56,C_01_S02
2024/03/25,12:41:00,109.5,919.5,269.5,810,1711388298,Concentrado Primario L2,26.26,11.647,0,0.598,0,33.27,C_01_S14
2024/03/25,12:42:00,110,888.5,267,778.5,1711388480,Concentrado Colectivo,31.141,21.608,0,1.068,0,34.3,C_01_S10
2024/03/25,12:46:00,110,969.5,327.5,859.5,1711388661,Concentrado Primario L1,29.383,10.903,0,0.639,0,38.1,C_01_S15
2024/03/25,12:50:00,111,817,106,706,1711388783,Concentrado 1ra Limpieza L1,31.818,16.305,0,0.974,0,15.01,C_01_S08
2024/03/27,12:25:00,110.5,915,327.5,804.5,1711560144,Rebose Hidrociclones L1,2.578,0.616,0.006,0.022,0,40.71,C_01_S01
2024/03/27,12:27:00,111,823.5,111.5,712.5,1711560164,Concentrado 1ra Limpieza L1,30.125,14.997,0.094,0.748,18.8,15.65,C_01_S08
2024/03/27,12:28:00,110,906,301.5,796,1711560171,Rebose Hidrociclones L2,2.563,0.596,0.006,0.026,0,37.88,C_01_S02
2024/03/27,12:31:00,110,871,177.2,761,1711560177,Concentrado 1ra Limpieza L2,30,16.553,0.103,0.747,17.06,23.29,C_01_S09
2024/03/27,12:32:00,109,824.5,165.5,715.5,1711560203,Relave Final,1.683,0.065,0,0.004,0,23.13,C_01_S03
2024/03/27,12:34:00,109.5,969,314,859.5,1711560209,Concentrado Primario L2,28.368,12.788,0.081,0.469,23.34,36.53,C_01_S14
2024/03/27,12:37:00,108.5,1121,130,1012.5,1711560214,Cola Scavenger L2,18.786,0.139,0,0.008,0,12.84,C_01_S05
2024/03/27,12:39:00,110,885,218.5,775,1711560218,Concentrado Colectivo,30.551,21.856,0.13,0.85,11.22,28.19,C_01_S10
2024/03/27,12:40:00,110,991,352.5,881,1711560223,Concentrado Primario L1,30.799,12.245,0.076,0.492,20.5,40.01,C_01_S15
2024/03/29,12:00:00,110.5,1107,420,996.5,1711731555,Rebose Hidrociclones L1,2.009,0.579,0.004,0.031,0,42.15,C_01_S01
2024/03/29,12:03:00,111,808,92.5,697,1711731583,Concentrado 1ra Limpieza L1,30.645,20.886,0.075,1.245,11.62,13.27,C_01_S08
2024/03/29,12:05:00,109,853,235,744,1711731593,Relave Final,1.386,0.081,0,0.006,0,31.59,C_01_S03
2024/03/29,12:07:00,110,850,155,740,1711731603,Concentrado 1ra Limpieza L2,29.858,21.923,0.077,1.323,11.02,20.95,C_01_S09
2024/03/29,12:10:00,110,785.5,53,675.5,1711731675,Concentrado Colectivo,29.67,24.095,0.087,1.382,9.78,7.85,C_01_S10
2024/03/29,12:12:00,110,961.5,331.5,851.5,1711731679,Concentrado Primario L1,29.905,11.998,0.042,0.718,20.76,38.93,C_01_S15
2024/03/29,12:16:00,108.5,1072,92,963.5,1711732465,Cola Scavenger L2,23.117,0.204,0,0.009,0,9.55,C_01_S05
2024/03/29,12:19:00,109.5,1016,380.5,906.5,1711732535,Concentrado Primario L2,31.76,11.554,0.042,0.693,18.86,41.97,C_01_S14
2024/03/29,12:25:00,110,927,321,817,1711729346,Rebose Hidrociclones L2,2.199,0.648,0.004,0.037,0,39.29,C_01_S02
2024/04/01,17:57:00,109,850,242,741,1712012040,Relave Final,1.779,0.088,0,0.006,0,32.66,C_01_S03
2024/04/01,18:03:00,110.5,913.5,349.5,803,1712012045,Rebose Hidrociclones L1,2.079,0.685,0.004,0.032,0,43.52,C_01_S01
2024/04/01,18:04:00,110,878,237,768,1712012063,Concentrado Colectivo,27.213,24.014,0.062,1.245,12.06,30.86,C_01_S10
2024/04/01,18:06:00,110,927.5,276.5,817.5,1712012065,Concentrado Primario L1,19.142,11.709,0.036,0.613,39.02,33.82,C_01_S15
2024/04/01,18:08:00,111,816,99.5,705,1712012613,Concentrado 1ra Limpieza L1,26.075,20.59,0.061,1.337,17.54,14.11,C_01_S08
2024/04/01,18:12:00,110,853,162.5,743,1712012614,Concentrado 1ra Limpieza L2,26.447,21.73,0.062,1.211,15.96,21.87,C_01_S09
2024/04/01,18:14:00,108.5,946.5,117.5,838,1712012790,Cola Scavenger L2,9.859,0.085,0,0.008,0,14.02,C_01_S05
2024/04/03,10:44:00,111,782,127.5,671,1712158889,Relave Final,1.47,0.111,0,0.007,0,19,C_01_S03
2024/04/03,11:20:00,108,715,245,607,1712161129,Rebose Hidrociclones L1,2.418,0.929,0.006,0.039,0,40.36,C_01_S01
2024/04/03,11:23:00,108.5,1062.5,66.5,954,1712161202,Cola Scavenger L2,24.205,0.44,0,0.024,0,6.97,C_01_S05
2024/04/03,11:25:00,110.5,584.5,20,474,1712161254,Concentrado 1ra Limpieza L1,21.689,8.435,0.036,2.768,34.9,4.22,C_01_S08
2024/04/03,11:29:00,110,850.5,176,740.5,1712161261,Concentrado 1ra Limpieza L2,26.443,23.121,0.078,1.787,14.24,23.77,C_01_S09
2024/04/03,11:32:00,111,843.5,177.5,732.5,1712161265,Concentrado Colectivo,27.296,27.487,0.086,1.488,8.28,24.23,C_01_S10
2024/04/08,11:16:00,110.5,819.5,113,709,1712592726,Concentrado 1ra Limpieza L1,30.284,25.127,0,1.398,8.24,15.94,C_01_S08
2024/04/08,11:21:00,111,842,151.5,731,1712592751,Concentrado 1ra Limpieza L2,29.932,25.771,0,1.35,7.96,20.73,C_01_S09
2024/04/08,11:23:00,111,894.5,225.5,783.5,1712592754,Concentrado Colectivo,29.696,26.961,0,1.312,7.52,28.78,C_01_S10
2024/04/08,11:31:00,111,807,171.5,696,1712593837,Relave Final,1.623,0.091,0,0.009,0,24.64,C_01_S03
2024/04/08,11:36:00,108,901,331.5,793,1712593851,Rebose Hidrociclones L1,20.73,0.673,0,0.038,0,41.8,C_01_S01
2024/04/08,11:42:00,108.5,1080,106.5,971.5,1712593859,Cola Scavenger L2,14.341,0.263,0,0.024,0,10.96,C_01_S05
2024/04/14,6:48:00,111,890.5,321.5,779.5,1713095136,Rebose Hidrociclones L2,3.794,0.554,0.034,0.028,0,41.24,C_01_S02
2024/04/14,6:50:00,111,842,217.5,731,1713095139,Relave Final,2.988,0.089,0,0.008,0,29.75,C_01_S03
2024/04/14,6:57:00,111,853.5,192.5,742.5,1713095152,Concentrado Colectivo,28.782,28.943,1.884,1.338,5,25.93,C_01_S10
2024/04/14,6:59:00,110,934,307.5,824,1713095155,Concentrado Primario L2,30.008,11.746,0.623,0.64,21.98,37.32,C_01_S14
2024/04/14,7:01:00,110.5,974,370,863.5,1713095157,Concentrado Primario L1,30.671,13.976,0.752,0.7,18.24,42.85,C_01_S15
2024/04/14,7:04:00,111,815,123.5,704,1713095732,Concentrado 1ra Limpieza L2,28.184,26.415,1.807,1.916,8,17.54,C_01_S09
2024/04/14,7:07:00,110.5,821.5,110,711,1713096024,Concentrado 1ra Limpieza L1,28.113,26.713,1.686,1.674,8.12,15.47,C_01_S08
2024/04/15,11:20:00,111,853,223,742,1713197869,Concentrado Colectivo,27.02,21.906,0.122,1.839,14.62,30.05,C_01_S10
2024/04/15,11:25:00,110.5,824,125,713.5,1713197881,Concentrado 1ra Limpieza L1,27.737,18.139,0.115,1.643,16.7,17.52,C_01_S08
2024/04/15,11:27:00,110,912,297.5,802,1713197890,Concentrado Primario L2,21.833,16.256,0.088,1.308,31.16,37.09,C_01_S14
2024/04/15,11:28:00,111,825.5,166.5,714.5,1713197894,Relave Final,2.503,0.172,0,0.017,0,23.3,C_01_S03
2024/04/15,11:31:00,111,839.5,176.5,728.5,1713197898,Concentrado 1ra Limpieza L2,27.641,19.923,0.129,1.579,16,24.23,C_01_S09
2024/04/15,11:32:00,110.5,915,300.5,804.5,1713198505,Concentrado Primario L1,21.528,15.661,0.076,1.311,31.58,37.35,C_01_S15
2024/04/15,11:49:00,111,865.5,314,754.5,1713199649,Rebose Hidrociclones L2,2.104,0.689,0.005,0.057,0,41.62,C_01_S02
2024/04/17,11:15:00,111,843,214,732,1713370116,Rebose Hidrociclones L2,2.463,0.534,0.004,0.024,0,29.23,C_01_S02
2024/04/17,11:18:00,111,815.5,179,704.5,1713370119,Relave Final,1.795,0.06,0,0.005,0,25.41,C_01_S03
2024/04/17,11:22:00,108,889.5,324.5,781.5,1713370826,Rebose Hidrociclones L1,26.39,0.748,0.004,0.037,0,41.52,C_01_S01
2024/04/17,11:53:00,110.5,829,106.5,718.5,1713372271,Concentrado 1ra Limpieza L1,29.177,18.436,0.065,1.329,14.72,14.82,C_01_S08
