date,time, tara , tweight , dweight , pweight ,chemical_id,MUESTRA,pFe,pCu,pZn,pMo,pIns,pSol
2023-02-13,11:22:00,  108.0 ,1229.5,  399.0 ,1121.5,5031,Rebose Hidrociclones L1,3.476,0.443,0.005,0.015,0.000,35.58
2023-02-13,11:25:00,  109.0 ,1234.,  428.5 ,1125.,5032,Rebose Hidrociclones L2,3.252,0.474,0.004,0.015,0.000,38.09
2023-02-13,11:47:00,  111.5 ,1234.5,  399.0 ,1123.,5034,Concentrado Primario L2,26.040,15.670,0.000,0.601,25.460,35.53
2023-02-15,15:33:00,  110.0 ,1153.5,  270.5 ,1043.5,5040,Relave Final,2.934,0.054,0.000,0.001,0.000,25.92
2023-02-15,15:36:00,  108.0 ,1250.,  420.5 ,1142.,5038,Rebose Hidrociclones L1,3.310,0.448,0.008,0.006,0.000,36.82
2023-02-15,15:39:00,  109.0 ,1242.,  403.5 ,1133.,5039,Rebose Hidrociclones L2,3.342,0.580,0.009,0.008,0.000,35.61
2023-02-15,15:41:00,  109.0 ,1127.,  390.5 ,1018.,5041,Concentrado Colectivo,28.740,22.370,0.267,0.489,13.840,38.36
2023-02-15,15:42:00,  109.0 ,1234.5,  402.5 ,1125.5,5042,Concentrado Primario L2,25.190,13.980,0.161,0.261,29.400,35.76
2023-02-17,10:49:00,  110.0 ,1209.5,  276.0 ,1099.5,5047,Relave Final,3.065,0.048,0.000,0.002,0.000,25.10
2023-02-17,10:51:00,  109.0 ,1276.,  397.5 ,1167.,5046,Rebose Hidrociclones L2,3.643,0.563,0.006,0.013,0.000,34.06
2023-02-17,10:53:00,  109.0 ,1015.5,  208.0 ,906.5,5048,Concentrado Colectivo,29.990,22.770,0.186,0.628,10.340,22.95
2023-02-17,10:55:00,  109.0 ,1255.,  406.5 ,1146.,5049,Concentrado Primario L2,27.110,14.080,0.109,0.394,25.220,35.47
2023-02-17,10:59:00,  108.0 ,1236.5,  348.5 ,1128.5,5045,Rebose Hidrociclones L1,3.495,0.411,0.005,0.012,0.000,30.88
2023-02-20,11:34:00,  108.0 ,1289.,  434.0 ,1181.,5052,Rebose Hidrociclones L1,3.637,0.353,0.010,0.004,0.000,36.75
2023-02-20,11:36:00,  110.0 ,1242.,  333.0 ,1132.,5053,Relave Final,3.419,0.040,0.000,0.001,0.000,29.42
2023-02-20,11:38:00,  109.0 ,1015.,  214.0 ,906.,5054,Concentrado Colectivo,28.870,24.470,0.392,0.310,8.960,23.62
2023-02-20,11:40:00,  109.0 ,1250.5,  402.5 ,1141.5,5055,Concentrado Primario L2,25.750,13.280,0.264,0.181,26.020,35.26
2023-02-22,10:31:00,  110.0 ,1204.5,  322.5 ,1094.5,5058,Relave Final,2.986,0.041,0.000,0.002,0.000,29.47
2023-02-22,10:34:00,  108.0 ,1243.5,  412.5 ,1135.5,5056,Rebose Hidrociclones L1,3.210,0.361,0.006,0.007,0.000,36.33
2023-02-22,10:37:00,  109.0 ,1281.5,  441.5 ,1172.5,5057,Rebose Hidrociclones L2,3.253,0.401,0.007,0.008,0.000,37.65
2023-02-22,10:38:00,  109.0 ,1209.,  380.0 ,1100.,5060,Concentrado Primario L2,27.640,14.580,0.175,0.326,21.860,34.55
2023-02-22,10:49:00,  109.0 ,976.,  178.5 ,867.,5059,Concentrado Colectivo,29.710,25.170,0.306,0.504,6.860,20.59
2023-02-24,11:17:00,  110.0 ,1205.5,  287.0 ,1095.5,5065,Relave Final,4.082,0.044,0.000,0.002,0.000,26.20
2023-02-24,11:23:00,  109.0 ,999.5,  176.5 ,890.5,5066,Concentrado Colectivo,29.000,22.970,0.802,1.111,10.860,19.82
2023-02-24,11:25:00,  109.0 ,1251.5,  432.0 ,1142.5,5067,Concentrado Primario L2,27.640,11.890,0.467,0.542,24.680,37.81
2023-02-24,11:25:00,  108.0 ,1152.5,  199.5 ,1044.5,5063,Rebose Hidrociclones L1,4.655,0.377,0.017,0.013,0.000,19.10
2023-02-24,11:27:00,  109.0 ,1302.,  443.5 ,1193.,5064,Rebose Hidrociclones L2,4.161,0.429,0.017,0.015,0.000,37.18
2023-02-27,18:15:00,  109.0 ,1278.5,  417.5 ,1169.5,5073,Relave Final,3.209,0.051,0.000,0.003,0.000,35.70
2023-02-27,18:18:00,  109.5 ,1318.5,  446.5 ,1209.,5071,Rebose Hidrociclones L1,3.816,0.368,0.016,0.016,0.000,36.93
2023-02-27,18:20:00,  110.0 ,1336.5,  489.0 ,1226.5,5072,Rebose Hidrociclones L2,3.882,0.391,0.017,0.018,0.000,39.87
2023-02-27,18:23:00,  110.0 ,1299.5,  467.5 ,1189.5,5075,Concentrado Primario L2,28.320,14.630,0.227,0.688,10.300,39.30
2023-02-27,18:25:00,  111.0 ,1115.,  332.0 ,1004.,5074,Concentrado Colectivo,30.920,20.400,0.286,0.974,10.180,33.07
2023-03-01,10:48:00,  110.0 ,1222.5,  300.5 ,1112.5,5077,Relave Final,3.514,0.074,0.000,0.004,0.000,27.01
2023-03-01,10:50:00,  109.0 ,1336.,  498.0 ,1227.,5076,Rebose Hidrociclones L2,3.128,0.417,0.520,0.016,0.000,40.59
2023-03-01,10:52:00,  109.0 ,815.5,  553.5 ,706.5,5079,Concentrado Primario L2,27.530,9.650,0.246,0.415,19.960,78.34
2023-03-01,11:58:00,  109.0 ,1362.,  123.5 ,1253.,5078,Concentrado Colectivo,30.370,24.380,0.248,1.022,6.300,9.86
2023-03-03,10:29:00,  109.0 ,1066.5,  252.0 ,957.5,5085,Concentrado Colectivo,30.720,23.880,0.303,0.670,8.280,26.32
2023-03-03,10:30:00,  109.0 ,1115.5,  100.0 ,1006.5,5083,Rebose Hidrociclones L2,7.888,0.582,0.011,0.012,,9.94
2023-03-03,10:32:00,  109.0 ,1169.5,  247.5 ,1060.5,5086,Concentrado Primario L2,31.500,8.960,0.135,0.241,21.980,23.34
2023-03-03,10:33:00,  110.0 ,1220.5,  251.5 ,1110.5,5084,Relave Final,4.368,0.049,,0.002,,22.65
2023-03-03,10:35:00,  108.0 ,1102.5,  84.5 ,994.5,5082,Rebose Hidrociclones L2,8.760,0.382,0.011,0.009,,8.50
2023-03-06,12:17:00,  110.0 ,1159.5,  172.5 ,1049.5,5092,Relave Final,4.926,0.037,,0.002,,16.44
2023-03-06,12:20:00,  109.0 ,1303.5,  419.5 ,1194.5,5091,Rebose Hidrociclones L2,3.017,0.449,0.009,0.009,,35.12
2023-03-06,12:25:00,  109.0 ,952.,  103.0 ,843.,5093,Concentrado Colectivo,32.770,25.170,0.377,0.395,6.260,12.22
2023-03-06,12:31:00,  109.0 ,1155.5,  249.5 ,1046.5,5094,Concentrado Primario L2,28.400,15.920,0.213,0.314,21.060,23.84
2023-03-06,12:36:00,  108.0 ,1266.5,  372.0 ,1158.5,5090,Rebose Hidrociclones L1,2.946,0.423,0.008,0.009,,32.11
2023-03-08,11:22:00,  110.0 ,1192.,  331.5 ,1082.,5100,Relave Final,2.701,0.044,,0.002,,30.64
2023-03-08,11:25:00,  109.0 ,1247.5,  420.5 ,1138.5,5099,Rebose Hidrociclones L2,3.219,0.412,0.007,0.011,,36.93
2023-03-08,11:28:00,  108.0 ,1249.,  422.0 ,1141.,5098,Rebose Hidrociclones L1,3.088,0.376,0.006,0.011,,36.99
2023-03-08,11:30:00,  109.0 ,1282.,  436.0 ,1173.,5102,Concentrado Primario L2,26.730,14.030,0.167,0.442,23.820,37.17
2023-03-08,11:32:00,  109.0 ,987.,  170.0 ,878.,5101,Concentrado Colectivo,28.720,23.320,0.251,0.800,9.720,19.36
2023-03-13,12:20:00,  111.5 ,1237.5,  440.0 ,1126.,5104,Rebose Hidrociclones L2,3.875,0.387,0.012,0.012,,39.08
2023-03-13,12:22:00,  109.0 ,1072.5,  329.5 ,963.5,5105,Concentrado Colectivo,30.030,22.860,0.355,0.722,10.100,34.20
2023-03-13,12:24:00,  109.0 ,1013.,  329.0 ,904.,5106,Concentrado Primario L2,27.100,13.490,0.274,0.464,24.820,36.39
2023-03-13,12:34:00,  108.0 ,1129.5,  375.0 ,1021.5,5103,Rebose Hidrociclones L1,2.969,0.342,0.010,0.012,,36.71
2023-03-15,11:08:00,  110.0 ,1116.,  204.0 ,1006.,5112,Relave Final,2.590,0.050,0.002,0.004,,20.28
2023-03-15,11:11:00,  108.0 ,1192.,  305.5 ,1084.,5110,Rebose Hidrociclones L2,3.164,0.364,0.005,0.022,,28.18
2023-03-15,11:14:00,  111.5 ,1280.5,  482.0 ,1169.,5111,Rebose Hidrociclones L1,2.842,0.506,0.004,0.026,,41.23
2023-03-15,11:16:00,  109.0 ,1218.,  407.0 ,1109.,5114,Concentrado Primario L2,24.180,16.140,0.083,0.931,27.400,36.70
2023-03-15,12:22:00,  109.0 ,1000.,  252.5 ,891.,5113,Concentrado Colectivo,28.170,25.020,0.122,1.330,11.480,28.34
2023-03-17,17:15:00,,,,0.,,,,,,,,#DIV/0!
2023-03-17,17:17:00,  109.5 ,698.,  243.0 ,588.5,5084,Concentrado Primario L2,27.390,16.180,0.085,0.690,21.200,41.29
2023-03-17,17:18:00,  110.0 ,1247.,  417.0 ,1137.,5081,Rebose Hidrociclones L2,2.777,0.539,0.005,0.022,,36.68
2023-03-17,17:20:00,  110.0 ,1034.,  231.0 ,924.,5083,Concentrado Colectivo,28.920,26.370,0.153,1.070,7.820,25.00
2023-03-17,17:22:00,  109.0 ,1164.,  320.0 ,1055.,5082,Relave Final,2.574,0.052,,0.003,,30.33
2023-03-22,16:43:00,  109.0 ,832.5,  195.0 ,723.5,5129,Concentrado Colectivo,31.560,23.440,0.144,1.336,6.900,26.95
2023-03-22,16:44:00,  109.0 ,1069.,  88.0 ,960.,5128,Relave Final,6.437,0.061,0.004,0.004,,9.17
2023-03-22,16:48:00,  108.0 ,1181.,  294.0 ,1073.,5126,Rebose Hidrociclones L2,2.302,0.433,0.005,0.019,,27.40
2023-03-22,16:54:00,  111.5 ,1237.,  400.0 ,1125.5,5130,Concentrado Primario L2,30.390,11.120,0.110,0.646,22.080,35.54
2023-03-22,17:28:00,  110.0 ,1238.,  403.0 ,1128.,5127,Rebose Hidrociclones L1,2.618,0.407,0.005,0.017,,35.73
2023-03-24,12:26:00,  108.0 ,937.5,  286.0 ,829.5,5135,Rebose Hidrociclones L1,3.751,0.458,0.007,0.011,,34.48
2023-03-24,12:31:00,  109.0 ,968.,  236.5 ,859.,5136,Relave Final,3.144,0.063,0.003,0.003,,27.53
2023-03-24,12:33:00,  109.0 ,897.,  211.5 ,788.,5137,Concentrado Colectivo,33.420,22.123,0.186,0.536,5.480,26.84
2023-03-24,12:35:00,  111.5 ,1169.5,  427.0 ,1058.,5138,Concentrado Primario L1,33.400,9.489,0.104,0.271,18.840,40.36
2023-03-27,11:05:00,  110.0 ,1144.5,  236.5 ,1034.5,5144,Relave Final,2.545,0.062,0.002,0.003,,22.86
2023-03-27,11:07:00,  110.0 ,1046.5,  267.0 ,936.5,5145,Concentrado Colectivo,32.310,22.373,,0.811,7.220,28.51
2023-03-27,11:09:00,  110.0 ,1292.,  472.5 ,1182.,5143,Rebose Hidrociclones L1,3.243,0.445,0.006,0.011,,39.97
2023-03-27,11:21:00,  109.5 ,1102.,  136.5 ,992.5,5142,Rebose Hidrociclones L2,5.973,0.335,0.006,0.011,,13.75
2023-03-29,11:27:00,  109.0 ,1194.,  315.5 ,1085.,5148,Relave Final,2.645,0.053,0.002,0.021,,29.08
2023-03-29,11:30:00,  110.0 ,1285.5,  454.5 ,1175.5,5147,Rebose Hidrociclones L2,3.646,0.387,0.007,0.010,,38.66
2023-03-29,11:33:00,  108.0 ,1276.,  436.5 ,1168.,5146,Rebose Hidrociclones L1,3.549,0.358,0.005,0.011,,37.37
2023-03-29,11:35:00,  109.0 ,1040.,  252.5 ,931.,5149,Concentrado Colectivo,30.240,24.680,0.219,0.774,6.000,27.12
2023-04-10,12:19:00,  109.5 ,1293.5,  433.5 ,1184.,,,,,,,,36.61
2023-04-10,12:21:00,  110.0 ,1243.5,  384.0 ,1133.5,,,,,,,,33.88
2023-04-10,12:23:00,  110.0 ,995.5,  160.5 ,885.5,,,,,,,,18.13
2023-04-10,12:25:00,  109.0 ,987.5,  26.0 ,878.5,,,,,,,,2.96
2023-04-10,12:28:00,  111.5 ,1012.,  60.0 ,900.5,,,,,,,,6.66
2023-04-14,10:55:00,110,1230.,  318.0 ,1120.,5159,Relave Final,2.924,0.060,0.004,0.005,0.000,28.39
2023-04-14,10:57:00,  110.0 ,1017.,  200.0 ,907.,5160,Concentrado Colectivo,29.860,25.180,0.177,1.440,9.440,22.05
2023-04-14,10:58:00,  109.0 ,996.,  57.0 ,887.,5161,Concentrado Primario L2,27.590,20.230,0.152,1.032,18.560,6.43
2023-04-14,11:01:00,  111.5 ,1132.5,  213.5 ,1021.,5162,Concentrado Primario L1,26.260,13.850,0.000,0.853,27.800,20.91
2023-04-14,11:26:00,  109.5 ,1324.,  441.5 ,1214.5,5158,Rebose Hidrociclones L1,3.640,0.510,0.008,0.027,0.000,36.35
2023-04-17,16:01:00,  108.0 ,1325.,  492.0 ,1217.,5166,Rebose Hidrociclones L1,1.960,0.420,0.007,0.028,84.350,40.43
2023-04-17,16:07:00,  109.5 ,1221.5,  310.5 ,1112.,5167,Relave Final,1.220,0.073,0.002,0.008,85.950,27.92
2023-04-17,16:09:00,  111.0 ,1030.,  106.0 ,919.,5170,Concentrado Primario L1,25.040,15.224,0.000,0.760,27.480,11.53
2023-04-17,16:11:00,  109.5 ,1007.,  81.5 ,897.5,5169,Concentrado Primario L2,25.560,17.510,0.115,0.800,24.140,9.08
2023-04-17,16:13:00,  109.0 ,994.5,  179.5 ,885.5,5168,Concentrado Colectivo,25.240,27.560,0.149,1.510,8.020,20.27
2023-04-19,10:34:00,  109.5 ,1191.5,  290.0 ,1082.,5174,Rebose Hidrociclones L1,3.792,0.293,0.005,0.012,80.910,26.80
2023-04-19,10:36:00,  100.0 ,972.,  156.0 ,872.,5176,Concentrado Colectivo,30.240,24.780,0.200,1.110,6.500,17.89
2023-04-19,10:37:00,  109.0 ,1009.,  70.0 ,900.,5177,Concentrado Primario L2,30.470,10.350,0.097,0.350,20.800,7.78
2023-04-19,10:40:00,  111.5 ,993.,  60.0 ,881.5,5178,Concentrado Primario L1,29.160,6.965,0.000,0.288,26.780,6.81
2023-04-19,11:09:00,  110.0 ,1056.,  106.5 ,946.,5175,Relave Final,4.541,0.042,0.003,0.005,78.640,11.26
2023-04-21,10:41:00,  109.0 ,1178.,  303.5 ,1069.,5180,Relave Final,2.967,0.056,0.004,0.003,82.360,28.39
2023-04-21,10:44:00,  108.0 ,1279.5,  415.0 ,1171.5,5179,Rebose Hidrociclones L1,3.443,0.338,0.006,0.016,81.280,35.42
2023-04-21,10:46:00,  109.0 ,998.5,  232.0 ,889.5,5181,Concentrado Colectivo,30.700,27.960,0.292,1.470,4.880,26.08
2023-04-21,10:47:00,  109.5 ,1081.,  138.0 ,971.5,5182,Concentrado Primario L2,30.840,16.020,0.115,0.800,16.300,14.20
2023-04-21,10:50:00,  111.0 ,983.5,  55.0 ,872.5,5183,Concentrado Primario L1,29.070,13.831,0.000,0.784,22.460,6.30
2023-04-24,12:24:00,  110.0 ,1246.5,  288.5 ,1136.5,5189,Relave Final,2.374,0.052,0.003,0.004,83.340,25.38
2023-04-24,12:28:00,  109.5 ,1311.,  426.5 ,1201.5,5188,Rebose Hidrociclones L1,2.864,0.381,0.004,0.019,82.080,35.50
2023-04-24,12:29:00,  110.0 ,1053.,  270.0 ,943.,5190,Concentrado Colectivo,31.610,23.980,0.094,1.230,6.480,28.63
2023-04-24,12:31:00,  111.5 ,1070.,  151.0 ,958.5,5191,Concentrado Primario L2,30.570,12.140,0.055,0.780,20.220,15.75
2023-04-24,12:33:00,  109.0 ,1052.,  175.0 ,943.,5192,Concentrado Primario L1,33.620,11.443,0.000,0.700,15.040,18.56
2023-04-26,11:59:00,  109.0 ,1191.,  269.5 ,1082.,5198,Relave Final,2.455,0.049,0.000,0.003,82.870,24.91
2023-04-26,12:03:00,  109.5 ,1318.,  456.0 ,1208.5,5196,Rebose Hidrociclones L1,2.917,0.417,0.005,0.018,81.700,37.73
2023-04-26,12:08:00,  109.5 ,1050.5,  143.5 ,941.,5200,Concentrado Primario L2,30.570,12.980,0.075,0.698,19.360,15.25
2023-04-26,12:11:00,  111.0 ,1091.,  212.5 ,980.,5201,Concentrado Primario L1,32.030,12.580,0.078,0.680,17.340,21.68
2023-04-26,12:12:00,  110.0 ,1057.,  284.0 ,947.,5199,Concentrado Colectivo,30.710,23.820,0.137,1.210,9.180,29.99
2023-04-26,12:20:00,  110.0 ,1358.5,  500.0 ,1248.5,5197,Rebose Hidrociclones L2,2.871,0.365,0.004,0.019,81.840,40.05
2023-04-28,10:53:00,  110.0 ,1124.5,  167.0 ,1014.5,5206,Relave Final,1.972,0.051,0.000,0.004,83.880,16.46
2023-04-28,10:55:00,  109.0 ,1044.5,  232.5 ,935.5,5207,Concentrado Colectivo,30.920,25.370,0.203,1.610,6.000,24.85
2023-04-28,11:08:00,  111.5 ,1272.5,  439.5 ,1161.,5208,Concentrado Primario L1,27.950,9.390,0.094,0.561,29.160,37.86
2023-05-03,11:16:00,  109.0 ,1297.,  454.0 ,1188.,5219,Concentrado Primario L2,26.070,13.780,0.072,0.404,26.040,38.22
2023-05-03,11:18:00,  111.5 ,1350.,  497.5 ,1238.5,5220,Concentrado Primario L1,25.460,11.890,0.071,0.399,28.720,40.17
2023-05-03,11:20:00,  110.0 ,762.5,  26.5 ,652.5,5218,Concentrado Colectivo,30.370,23.170,0.129,0.811,7.120,4.06
2023-05-03,11:21:00,  109.0 ,1236.,  404.5 ,1127.,5217,Relave Final,2.907,0.082,0.000,0.002,82.800,35.89
2023-05-03,11:24:00,  108.0 ,1266.5,  460.5 ,1158.5,5216,Rebose Hidrociclones L1,3.195,0.456,0.005,0.013,81.760,39.75
2023-05-10,11:52:00,  109.0 ,1129.5,  280.0 ,1020.5,5230,Relave Final ,2.869,0.061,0.002,0.004,0.000,27.44
2023-05-10,11:54:00,  112.0 ,1238.,  444.5 ,1126.,5229,Rebose Hidrociclones L2,3.118,0.318,0.005,0.014,0.000,39.48
2023-05-10,11:58:00,  109.5 ,1172.,  323.0 ,1062.5,5228,Rebose Hidrociclones L1,3.421,0.329,0.005,0.015,0.000,30.40
2023-05-10,11:59:00,  110.0 ,1028.5,  277.5 ,918.5,5231,Concentrado Colectivo,30.910,25.620,0.292,1.260,5.400,30.21
2023-05-10,12:01:00,  109.5 ,1209.,  369.5 ,1099.5,5232,Concentrado Primario L2,28.360,11.130,0.125,0.500,23.280,33.61
2023-05-10,12:03:00,  111.0 ,1199.,  413.0 ,1088.,5233,Concentrado Primario L1,28.010,9.074,0.113,0.437,26.360,37.96
2023-05-12,12:26:00,  108.0 ,1192.,  355.5 ,1084.,5237,Rebose Hidrociclones L1,2.777,0.423,0.004,0.036,0.000,32.80
2023-05-12,12:29:00,  108.5 ,1155.5,  300.0 ,1047.,5238,Relave Final ,2.395,0.051,0.002,0.006,0.000,28.65
2023-05-12,12:30:00,  109.0 ,1231.,  391.5 ,1122.,5240,Concentrado Primario L2,28.430,14.180,0.062,1.050,22.900,34.89
2023-05-12,12:33:00,  111.5 ,976.,  182.0 ,864.5,5239,Concentrado Colectivo,29.990,24.870,0.141,1.850,6.540,21.05
2023-05-17,10:38:00,  111.0 ,917.,  229.5 ,806.,5253,Relave Final ,2.843,0.048,0.002,0.007,0.000,28.47
2023-05-17,10:39:00,  110.0 ,616.5,  109.0 ,506.5,5254,Concentrado Colectivo,29.680,20.970,0.156,2.411,10.160,21.52
2023-05-17,10:46:00,  110.0 ,1719.5,  433.0 ,1609.5,5255,Concentrado Primario L2,26.220,12.980,0.100,1.254,26.520,26.90
2023-05-17,11:15:00,  110.5 ,1075.5,  367.0 ,965.,5252,Rebose Hidrociclones L1,3.089,0.361,0.005,0.030,0.000,38.03
2023-05-22,11:29:00,  112.0 ,1217.,  355.0 ,1105.,5263,Concentrado Primario L1,27.440,8.190,0.064,0.483,29.220,32.13
2023-05-22,11:30:00,  110.0 ,973.,  145.5 ,863.,5261,Concentrado Colectivo,31.490,21.170,0.133,1.324,7.760,16.86
2023-05-22,11:32:00,  109.0 ,1097.5,  200.0 ,988.5,5260,Relave Final,2.734,0.068,0.000,0.003,82.610,20.23
2023-05-22,11:33:00,  109.5 ,1187.,  310.0 ,1077.5,5262,Concentrado Primario L2,28.110,11.990,0.075,0.633,23.620,28.77
2023-05-22,11:39:00,  109.5 ,1211.,  346.0 ,1101.5,5259,Rebose Hidrociclones L1,3.017,0.370,0.005,0.015,80.870,31.41
2023-05-24,16:54:00,  110.0 ,1186.,  525.5 ,1076.,5271,Concentrado Primario L1,27.900,13.030,0.085,0.739,25.080,48.84
2023-05-24,16:56:00,  112.5 ,1238.5,  385.0 ,1126.,5267,Rebose Hidrociclones L1,2.471,0.387,0.005,0.019,86.820,34.19
2023-05-24,17:25:00,  110.0 ,1194.5,  377.0 ,1084.5,5270,Concentrado Primario L2,27.650,14.730,0.085,0.735,22.740,34.76
2023-05-24,17:26:00,  110.0 ,942.5,  215.5 ,832.5,5269,Concentrado Colectivo,30.630,24.880,0.142,1.326,6.600,25.89
2023-05-24,17:28:00,  110.5 ,1126.,  237.5 ,1015.5,5268,Relave Final,2.271,0.085,0.000,0.005,86.500,23.39
2023-05-26,11:11:00,  109.5 ,1189.5,  415.0 ,1080.,5275,Rebose Hidrociclones L1,2.390,0.419,0.005,0.016,84.780,38.43
2023-05-26,11:14:00,  109.0 ,1094.5,  215.5 ,985.5,5276,Relave Final,2.074,0.055,0.000,0.003,85.150,21.87
2023-05-26,11:15:00,  110.0 ,922.5,  204.0 ,812.5,5277,Concentrado Colectivo,30.100,23.980,0.204,1.197,7.760,25.11
2023-05-26,11:17:00,  109.5 ,1162.5,  371.0 ,1053.,5278,Concentrado Primario L2,25.020,13.930,0.116,0.596,27.100,35.23
2023-05-26,11:20:00,  110.0 ,1206.,  405.5 ,1096.,5279,Concentrado Primario L1,25.580,14.530,0.122,0.623,25.660,37.00
2023-05-31,11:59:00,  109.0 ,1116.,  228.0 ,1007.,5288,Relave Final,3.297,0.069,0.000,0.004,83.470,22.64
2023-05-31,12:01:00,  110.0 ,965.5,  186.5 ,855.5,5289,Concentrado Colectivo,30.120,25.470,0.131,0.943,7.420,21.80
2023-05-31,12:03:00,  108.0 ,1126.,  328.0 ,1018.,5286,Rebose Hidrociclones L1,3.878,0.483,0.004,0.017,81.580,32.22
2023-05-31,12:05:00,  109.5 ,1269.5,  450.0 ,1160.,5290,Concentrado Primario L2,27.180,15.820,0.081,0.527,23.740,38.79
2023-05-31,12:06:00,  110.0 ,1277.,  468.5 ,1167.,5287,Rebose Hidrociclones L2,3.402,0.443,0.004,0.016,82.380,40.15
2023-05-31,12:08:00,  112.0 ,1232.5,  96.0 ,1120.5,5291,Concentrado Primario L1,30.110,11.642,0.062,0.403,20.560,8.57
2023-06-02,10:20:00,  109.0 ,1046.,  207.5 ,937.,5296,Relave Final,3.684,0.036,0.000,0.003,82.250,22.15
2023-06-02,10:21:00,  110.0 ,914.,  137.5 ,804.,5297,Concentrado Colectivo,29.500,22.390,0.373,1.281,10.400,17.10
2023-06-02,10:24:00,  109.5 ,1209.5,  396.5 ,1100.,5298,Concentrado Primario L2,25.620,13.330,0.195,0.587,27.780,36.05
2023-06-02,10:27:00,  108.0 ,1230.,  362.0 ,1122.,5294,Rebose Hidrociclones L1,4.230,0.345,0.007,0.013,82.280,32.26
2023-06-02,10:51:00,  110.0 ,1245.5,  375.5 ,1135.5,5295,Rebose Hidrociclones L2,3.991,0.230,0.006,0.011,81.790,33.07
2023-06-05,10:32:00,  110.5 ,1140.5,  244.0 ,1030.,5300,Relave Final,2.664,0.061,0.002,0.003,82.590,23.69
2023-06-05,10:36:00,  110.5 ,1102.,  292.5 ,991.5,5299,Rebose Hidrociclones L1,3.126,0.349,0.006,0.014,80.690,29.50
2023-06-05,10:37:00,  111.0 ,1213.,  346.5 ,1102.,5302,Concentrado Primario L2,24.950,12.890,0.108,0.578,28.720,31.44
2023-06-05,10:41:00,  110.5 ,1165.,  306.0 ,1054.5,5303,Concentrado Primario L1,20.060,7.330,0.076,0.449,43.520,29.02
2023-06-05,10:42:00,  111.0 ,934.5,  212.5 ,823.5,5301,Concentrado Colectivo,29.910,22.400,0.000,1.104,9.280,25.80
2023-06-07,12:09:00,  111.0 ,1223.5,  409.0 ,1112.5,5308,Concentrado Primario L2,26.240,13.780,0.108,0.676,28.700,36.76
2023-06-07,12:11:00,  110.5 ,1069.,  356.0 ,958.5,5305,Rebose Hidrociclones L1,2.917,0.407,0.005,0.021,82.310,37.14
2023-06-07,12:13:00,  110.5 ,1156.,  376.5 ,1045.5,5309,Concentrado Primario L1,24.450,12.790,0.110,0.684,28.500,36.01
2023-06-07,12:14:00,  110.5 ,1059.,  245.5 ,948.5,5306,Relave Final,2.630,0.077,0.000,0.005,83.090,25.88
2023-06-07,12:16:00,  111.0 ,937.,  188.5 ,826.,5307,Concentrado Colectivo,28.530,22.700,0.170,1.342,11.000,22.82
2023-06-14,16:44:00,  109.0 ,609.,  191.5 ,500.,5310,Relave Final,3.289,0.042,0.000,0.002,81.820,38.30
2023-06-14,16:45:00,  111.5 ,444.,  113.0 ,332.5,5311,Concentrado Colectivo,28.780,20.700,0.121,0.711,10.520,33.98
2023-06-14,16:56:00,  109.0 ,1853.,  409.5 ,1744.,5312,Concentrado Primario L2,23.530,12.840,0.077,0.526,29.680,23.48
2023-06-14,16:59:00,  111.5 ,1900.,  426.5 ,1788.5,5313,Concentrado Primario L1,21.320,10.450,0.070,0.396,36.260,23.85
2023-06-14,17:10:00,  108.0 ,800.,  311.5 ,692.,5309,Rebose Hidrociclones L1,2.732,0.413,0.004,0.012,81.180,45.01
2023-06-19,11:12:00,  109.0 ,1123.,  265.5 ,1014.,5320,Relave Final,3.230,0.054,0.000,0.001,82.050,26.18
2023-06-19,11:18:00,  108.0 ,1106.,  226.0 ,998.,5318,Rebose Hidrociclones L1,3.857,0.333,0.007,0.004,80.530,22.65
2023-06-19,11:19:00,  111.5 ,776.,  135.0 ,664.5,5321,Concentrado Colectivo,30.700,20.300,0.263,0.379,7.600,20.32
2023-06-19,11:25:00,  111.5 ,1229.,  389.0 ,1117.5,5322,Concentrado Primario L1,29.500,10.150,0.151,0.185,18.500,34.81
2023-06-19,11:26:00,  110.0 ,1234.,  453.5 ,1124.,5319,Rebose Hidrociclones L2,3.566,0.300,0.007,0.004,81.310,40.35
2023-06-26,11:20:00,  109.0 ,1111.5,  246.5 ,1002.5,5329,Relave Final,2.079,0.054,0.000,0.002,0.000,24.59
2023-06-26,11:22:00,  110.0 ,1217.,  441.0 ,1107.,5328,Rebose Hidrociclones L2,2.759,0.389,0.005,0.009,,39.84
2023-06-26,11:24:00,  111.5 ,1105.5,  404.0 ,994.,5332,Concentrado Primario L1,27.770,14.180,0.146,0.298,,40.64
2023-06-26,11:26:00,  109.0 ,1220.5,  410.5 ,1111.5,5331,Concentrado Primario L1,28.060,13.680,0.141,0.286,,36.93
2023-06-26,11:28:00,  111.5 ,1011.5,  340.0 ,900.,5330,Concentrado Colectivo,30.720,23.070,0.247,0.485,,37.78
2023-06-26,11:30:00,  108.0 ,1196.,  384.5 ,1088.,5327,Rebose Hidrociclones L1,2.808,0.415,0.006,0.009,0.000,35.34
2023-07-13,16:59:00,  108.5 ,988.,  99.5 ,879.5,5339,Cola Scavenger L1,15.780,0.437,,0.014,,11.31
2023-07-13,17:02:00,  108.5 ,986.,  96.0 ,877.5,5340,Cola Scavenger L2,15.430,0.315,,0.010,,10.94
