date,time, tara , tweight , dweight , pweight ,chemical_id,MUESTRA,pFe,pCu,pZn,pMo,pIns,pSol
2024-09-11,10:25:00,110.5,784.,72.5,673.5,6701,Concentrado 1ra Limpieza L1,27.93,25.97,0.12,1.58,10.6,10.76
2024-09-11,10:29:00,111,832.,114,721.,6702,Concentrado 1ra Limpieza L2,27.76,25.77,0.13,1.68,11.04,15.81
2024-09-11,10:32:00,111,853.5,167.5,742.5,6703,Concentrado Colectivo,28.19,28.05,0.12,1.55,7.92,22.56
2024-09-11,10:33:00,109,980.,262,871.,6704,Concentrado Primario L2,22.44,16.16,0.09,1.13,31.08,30.08
2024-09-11,10:36:00,110.5,955.,233,844.5,6705,Concentrado Primario L1,18.89,13.08,0.07,0.9,39.78,27.59
2024-09-13,11:40:00,111,835.,184,724.,6712,Relave Final,2.5,0.07,0,0.01,0,25.41
2024-09-13,11:43:00,110.5,"1,073.50",97.5,963.,6713,Cola Scavenger L1,10.7,0.44,0,0.01,0,10.12
2024-09-13,11:46:00,108.5,"1,076.00",95.5,967.5,6714,Cola Scavenger L2,10.68,0.46,0,0.01,0,9.87
2024-09-13,11:49:00,110.5,886.5,269,776.,6710,Rebose Hidrociclones L1,3.29,0.59,0.01,0.03,0,34.66
2024-09-13,11:52:00,111,905.,296,794.,6711,Rebose Hidrociclones L2,2.82,0.42,0.01,0.02,0,37.28
2024-09-13,11:54:00,111,834.,92,723.,6715,Concentrado 1ra Limpieza L1,28.58,20.91,0.09,1.12,12.92,12.72
2024-09-13,11:56:00,109,971.,279,862.,6718,Concentrado Primario L2,23.6,17.5,0.08,0.79,25.54,32.37
2024-09-13,11:58:00,110,869.,132,759.,6716,Concentrado 1ra Limpieza L2,28.36,21.26,0.09,1.05,12.1,17.39
2024-09-13,12:00:00,110,954.,240,844.,6719,Concentrado Primario L1,21.56,14.62,0.06,0.67,31.94,28.44
2024-09-13,12:01:00,110,849.5,136,739.5,6717,Concentrado Colectivo,29.4,25.72,0.11,1.13,8.26,18.39
2024-09-16,04:32:00,  111.0 ,830.5,  129.0 ,719.5,6730,Concentrado 1ra Limpieza L2,28.468,22.302,0.168,1.716,14.500,17.93
2024-09-16,04:33:00,  111.0 ,854.5,  235.5 ,743.5,6726,Relave Final,2.518,0.073,0.000,0.009,0.000,31.67
2024-09-16,04:35:00,  111.0 ,886.5,  179.0 ,775.5,6731,Concentrado Colectivo,28.608,24.830,0.177,1.663,11.700,23.08
2024-09-16,04:39:00,  108.5 ,1070.,  107.5 ,961.5,6727,Cola Scavenger L1,8.460,0.206,0.000,0.013,0.000,11.18
2024-09-16,04:40:00,  109.0 ,966.,  272.5 ,857.,6732,Concentrado Primario L2,22.909,15.958,0.119,1.216,30.320,31.80
2024-09-16,04:43:00,  108.5 ,1084.5,  106.0 ,976.,6728,Cola Scavenger L2,8.373,0.151,0.000,0.010,0.000,10.86
2024-09-16,04:44:00,  110.5 ,978.,  281.5 ,867.5,6733,Concentrado Primario L1,22.924,16.256,0.123,1.223,29.600,32.45
2024-09-16,04:46:00,  108.0 ,908.,  315.5 ,800.,6724,Rebose Hidrociclones L1,2.787,0.651,0.009,0.043,0.000,39.44
2024-09-16,04:48:00,  110.5 ,842.5,  93.0 ,732.,6729,Concentrado 1ra Limpieza L1,27.851,22.203,0.160,1.717,14.900,12.70
2024-09-16,04:56:00,  110.0 ,954.5,  389.5 ,844.5,6725,Rebose Hidrociclones L2,2.937,0.588,0.009,0.044,0.000,46.12
2024-09-20,11:16:00,  108.0 ,888.5,  304.5 ,780.5,6739,Rebose Hidrociclones L1,3.189,0.679,0.008,0.040,0.000,39.01
2024-09-20,11:19:00,  110.0 ,915.,  291.5 ,805.,6740,Rebose Hidrociclones L2,3.175,0.626,0.008,0.043,0.000,36.21
2024-09-20,11:21:00,  111.0 ,839.,  181.0 ,728.,6741,Relave Final,2.897,0.067,0.000,0.010,0.000,24.86
2024-09-20,11:25:00,  108.5 ,916.,  88.0 ,807.5,6742,Cola Scavenger L1,8.356,0.311,0.000,0.035,0.000,10.90
2024-09-20,11:28:00,  108.5 ,1065.5,  109.5 ,957.,6743,Cola Scavenger L2,7.833,0.262,0.000,0.035,0.000,11.44
2024-09-20,11:33:00,  111.0 ,856.,  175.5 ,745.,6745,Concentrado 1ra Limpieza L2,27.253,25.379,0.186,1.699,11.480,23.56
2024-09-20,11:37:00,  110.5 ,823.,  83.5 ,712.5,6744,Concentrado 1ra Limpieza L1,26.626,23.609,0.182,1.864,14.500,11.72
2024-09-20,11:39:00,  111.0 ,864.5,  176.5 ,753.5,6746,Concentrado Colectivo,27.790,27.544,0.197,1.733,9.000,23.42
2024-09-20,11:41:00,  109.0 ,1017.,  361.0 ,908.,6747,Concentrado Primario L2,24.103,20.854,0.156,1.280,22.600,39.76
2024-09-20,11:43:00,  110.5 ,1035.5,  375.0 ,925.,6748,Concentrado Primario L1,24.243,19.969,0.146,1.279,24.240,40.54
2024-09-23,10:13:00,  108.0 ,899.,  294.0 ,791.,6753,Rebose Hidrociclones L1,2.581,0.532,0.000,0.026,0.000,37.17
2024-09-23,10:15:00,  110.5 ,813.5,  70.5 ,703.,6758,Concentrado 1ra Limpieza L1,28.211,19.454,0.000,1.672,16.100,10.03
2024-09-23,10:17:00,  110.0 ,929.5,  310.0 ,819.5,6754,Rebose Hidrociclones L2,2.629,0.511,0.000,0.027,0.000,37.83
2024-09-23,10:18:00,  110.5 ,970.5,  286.5 ,860.,6762,Concentrado Primario L1,20.476,12.344,0.000,0.727,34.660,33.31
2024-09-23,10:20:00,  111.0 ,817.,  156.5 ,706.,6755,Relave Final,1.874,0.078,0.000,0.006,0.000,22.17
2024-09-23,10:23:00,  111.0 ,844.,  122.5 ,733.,6759,Concentrado 1ra Limpieza L2,28.039,19.454,0.000,1.618,15.860,16.71
2024-09-23,10:25:00,  108.5 ,1070.5,  70.0 ,962.,6756,Cola Scavenger L1,18.003,0.286,0.000,0.012,0.000,7.28
2024-09-23,10:26:00,  111.0 ,698.5,  107.5 ,587.5,6760,Concentrado Colectivo,27.274,25.083,0.000,1.639,10.680,18.30
2024-09-23,10:29:00,  108.5 ,1064.5,  81.5 ,956.,6757,Cola Scavenger L2,9.549,0.279,0.000,0.012,0.000,8.53
2024-09-23,11:11:00,  109.0 ,987.5,  327.0 ,878.5,6761,Concentrado Primario L2,23.773,16.195,0.000,1.011,28.440,37.22
2024-09-25,12:33:00,  110.5 ,836.5,  98.0 ,726.,6772,Concentrado 1ra Limpieza L1,27.500,21.437,0.000,1.036,15.580,13.50
2024-09-25,12:35:00,  110.0 ,907.,  287.0 ,797.,6768,Rebose Hidrociclones L2,2.630,0.516,0.000,0.018,0.000,36.01
2024-09-25,12:36:00,  109.0 ,962.,  282.0 ,853.,6775,Concentrado Primario L2,22.688,15.178,0.000,0.738,31.560,33.06
2024-09-25,12:38:00,  111.0 ,839.5,  175.0 ,728.5,6769,Relave Final,2.108,0.062,0.000,0.004,0.000,24.02
2024-09-25,12:41:00,  111.0 ,840.,  120.5 ,729.,6773,Concentrado 1ra Limpieza L2,27.926,22.275,0.000,0.976,14.160,16.53
2024-09-25,12:43:00,  108.5 ,1055.,  64.5 ,946.5,6770,Cola Scavenger L1,10.508,0.264,0.000,0.008,0.000,6.81
2024-09-25,12:44:00,  111.0 ,839.,  157.5 ,728.,6774,Concentrado Colectivo,27.678,22.817,0.000,0.996,14.280,21.63
2024-09-25,12:47:00,  108.5 ,1049.5,  66.0 ,941.,6771,Cola Scavenger L2,10.458,0.312,0.000,0.010,0.000,7.01
2024-09-25,12:49:00,  110.5 ,938.5,  234.5 ,828.,6776,Concentrado Primario L1,20.107,12.024,0.000,0.640,39.060,28.32
2024-09-25,12:50:00,  108.0 ,920.5,  319.5 ,812.5,6767,Rebose Hidrociclones L1,2.573,0.542,0.000,0.022,0.000,39.32
2024-09-27,12:10:00,  111.0 ,826.,  179.0 ,715.,1727456809,Relave Final,1.867,0.038,0.000,0.004,0.000,25.03
2024-09-27,12:14:00,  108.5 ,1057.,  105.0 ,948.5,1727456811,Cola Scavenger L1,14.395,0.194,0.000,0.007,0.000,11.07
2024-09-27,12:17:00,  108.5 ,1047.5,  111.5 ,939.,1727456813,Cola Scavenger L2,14.352,0.201,0.000,0.006,0.000,11.87
2024-09-27,12:20:00,  108.0 ,891.5,  291.5 ,783.5,1727456873,Rebose Hidrociclones L1,2.221,0.554,0.027,0.021,0.000,37.20
2024-09-27,12:22:00,  110.0 ,906.5,  289.5 ,796.5,1727456875,Rebose Hidrociclones L2,2.291,0.531,0.028,0.024,0.000,36.35
2024-09-27,12:25:00,  110.5 ,785.,  55.5 ,674.5,1727457163,Concentrado 1ra Limpieza L1,28.730,20.993,1.424,1.138,11.420,8.23
2024-09-27,12:26:00,  109.0 ,951.5,  254.5 ,842.5,1727457164,Concentrado Primario L2,22.426,13.306,0.692,0.668,32.140,30.21
2024-09-27,12:29:00,  111.0 ,818.5,  112.5 ,707.5,1727457166,Concentrado 1ra Limpieza L2,28.976,21.782,1.331,1.008,11.160,15.90
2024-09-27,12:30:00,  110.5 ,939.5,  228.5 ,829.,1727457167,Concentrado Primario L1,23.283,14.242,0.755,0.753,29.620,27.56
2024-09-27,12:32:00,  111.0 ,856.5,  181.5 ,745.5,1727457168,Concentrado Colectivo,28.942,23.999,1.404,0.979,9.220,24.35
2024-09-30,10:54:00,  109.0 ,787.5,  124.0 ,678.5,1727711478,Relave Final,1.295,0.033,0.000,0.003,0.000,18.28
2024-09-30,10:57:00,  110.5 ,1081.5,  113.0 ,971.,1727711480,Cola Scavenger L1,10.967,0.123,0.000,0.006,0.000,11.64
2024-09-30,11:00:00,  108.5 ,1078.5,  116.0 ,970.,1727711481,Cola Scavenger L2,10.687,0.116,0.000,0.005,0.000,11.96
2024-09-30,11:10:00,  111.0 ,793.5,  107.0 ,682.5,1727712460,Rebose Hidrociclones L2,2.533,0.333,0.006,0.013,0.000,15.68
2024-09-30,11:13:00,  112.0 ,782.5,  53.5 ,670.5,1727712554,Concentrado 1ra Limpieza L1,30.160,17.643,0.153,1.021,13.980,7.98
2024-09-30,11:14:00,  109.5 ,954.5,  228.5 ,845.,1727712556,Concentrado Primario L2,26.581,14.075,0.120,0.630,26.820,27.04
2024-09-30,11:17:00,  110.0 ,851.5,  167.0 ,741.5,1727712557,Concentrado 1ra Limpieza L2,30.613,17.643,0.144,1.043,13.460,22.52
2024-09-30,11:18:00,  110.0 ,971.5,  270.5 ,861.5,1727712560,Concentrado Primario L1,24.212,12.489,0.121,0.620,32.660,31.40
2024-09-30,11:20:00,  110.0 ,815.,  117.5 ,705.,1727712561,Concentrado Colectivo,29.504,18.833,0.167,1.270,14.820,16.67
2024-09-30,11:21:00,  110.5 ,825.5,  124.0 ,715.,1727713220,Rebose Hidrociclones L1,2.418,0.404,0.007,0.016,0.000,17.34
2024-10-02,10:22:00,  108.0 ,889.,  297.0 ,781.,1727882466,Rebose Hidrociclones L1,2.157,0.445,0.012,0.014,0.000,38.03
2024-10-02,10:25:00,  110.0 ,887.5,  271.5 ,777.5,1727882487,Rebose Hidrociclones L2,2.288,0.440,0.012,0.014,0.000,34.92
2024-10-02,10:27:00,  111.0 ,834.5,  150.0 ,723.5,1727882496,Relave Final,1.754,0.039,0.000,0.003,0.000,20.73
2024-10-02,10:31:00,  108.5 ,1071.5,  104.5 ,963.,1727882498,Cola Scavenger L1,9.243,0.155,0.000,0.008,0.000,10.85
2024-10-02,10:34:00,  108.5 ,1073.5,  105.0 ,965.,1727882501,Cola Scavenger L2,8.873,0.137,0.000,0.006,0.000,10.88
2024-10-02,10:36:00,  111.0 ,876.5,  186.0 ,765.5,1727882801,Concentrado 1ra Limpieza L1,31.055,22.599,0.404,0.773,7.940,24.30
2024-10-02,10:40:00,  110.0 ,796.,  56.5 ,686.,1727882803,Concentrado 1ra Limpieza L2,30.871,21.212,0.381,0.889,8.720,8.24
2024-10-02,10:43:00,  111.0 ,818.,  128.0 ,707.,1727882806,Concentrado Colectivo,29.005,25.127,0.481,0.881,6.300,18.10
2024-10-02,10:46:00,  109.5 ,975.,  279.0 ,865.5,1727882811,Concentrado Primario L1,18.118,15.463,0.328,0.630,26.160,32.24
2024-10-02,11:03:00,  109.0 ,874.,  140.0 ,765.,1727884757,Concentrado Primario L2,22.635,15.711,0.331,0.638,27.360,18.30
2024-10-04,10:30:00,  110.5 ,898.,  287.5 ,787.5,1728055776,Rebose Hidrociclones L1,1.909,0.559,0.000,0.023,0.000,36.51
2024-10-04,10:33:00,  111.0 ,902.,  276.0 ,791.,1728055874,Rebose Hidrociclones L2,2.052,0.561,0.000,0.025,0.000,34.89
2024-10-04,10:35:00,  109.0 ,832.,  153.5 ,723.,1728055883,Relave Final,1.424,0.053,0.000,0.004,0.000,21.23
2024-10-04,10:39:00,  110.5 ,1018.5,  94.0 ,908.,1728056041,Cola Scavenger L1,7.811,0.105,0.000,0.009,0.000,10.35
2024-10-04,10:42:00,  108.5 ,1008.,  93.5 ,899.5,1728056044,Cola Scavenger L2,7.774,0.094,0.000,0.008,0.000,10.39
2024-10-04,10:47:00,  111.0 ,763.,  47.0 ,652.,1728056604,Concentrado 1ra Limpieza L1,30.600,25.669,0.000,1.298,6.600,7.21
2024-10-04,10:51:00,  110.0 ,834.5,  138.0 ,724.5,1728056606,Concentrado 1ra Limpieza L2,30.426,25.619,0.000,1.156,6.520,19.05
2024-10-04,10:53:00,  110.0 ,788.5,  126.5 ,678.5,1728056608,Concentrado Colectivo,30.062,29.365,0.000,1.049,3.940,18.64
2024-10-04,10:55:00,  109.5 ,1034.5,  379.5 ,925.,1728056954,Concentrado Primario L2,27.545,18.578,0.000,0.876,18.800,41.03
2024-10-04,10:57:00,  110.0 ,1045.,  402.0 ,935.,1728056957,Concentrado Primario L1,26.304,17.928,0.000,0.849,21.540,42.99
2024-10-07,10:59:00,  111.0 ,756.,  68.5 ,645.,1728316503,Concentrado 1ra Limpieza L1,27.448,25.325,0.334,1.084,8.140,10.62
2024-10-07,11:00:00,  111.0 ,899.,  298.0 ,788.,1728316507,Rebose Hidrociclones L2,2.434,0.507,0.011,0.021,0.000,37.82
2024-10-07,11:03:00,  109.0 ,823.,  171.0 ,714.,1728316509,Relave Final,1.997,0.060,0.000,0.004,0.000,23.95
2024-10-07,11:06:00,  108.5 ,1022.5,  104.0 ,914.,1728316516,Cola Scavenger L2,9.082,0.421,0.000,0.008,0.000,11.38
2024-10-07,11:10:00,  110.0 ,795.5,  126.5 ,685.5,1728316525,Concentrado 1ra Limpieza L2,27.005,25.672,0.341,1.109,7.560,18.45
2024-10-07,11:12:00,  110.5 ,1025.,  101.0 ,914.5,1728317147,Cola Scavenger L1,9.508,0.442,0.000,0.010,0.000,11.04
2024-10-07,11:15:00,  110.5 ,911.5,  296.5 ,801.,1728317179,Rebose Hidrociclones L1,2.521,0.530,0.011,0.024,0.000,37.02
2024-10-07,11:17:00,  109.5 ,999.5,  334.0 ,890.,1728317232,Concentrado Primario L2,23.275,17.049,0.214,0.777,24.640,37.53
2024-10-07,11:19:00,  110.0 ,1020.,  338.5 ,910.,1728317235,Concentrado Primario L1,23.294,15.909,0.207,0.784,26.400,37.20
2024-10-09,16:20:00,  110.5 ,870.5,  296.0 ,760.,1728508643,Rebose Hidrociclones L1,3.160,0.593,0.000,0.022,0.000,38.95
2024-10-09,16:23:00,  111.0 ,862.5,  282.5 ,751.5,1728508647,Rebose Hidrociclones L2,3.027,0.517,0.000,0.022,0.000,37.59
2024-10-09,16:25:00,  109.0 ,808.5,  172.5 ,699.5,1728508649,Relave Final,2.600,0.059,0.000,0.004,0.000,24.66
2024-10-09,16:29:00,  110.5 ,960.,  75.0 ,849.5,1728508653,Cola Scavenger L1,9.222,0.373,0.000,0.007,0.000,8.83
2024-10-09,16:31:00,  110.0 ,739.5,  127.0 ,629.5,1728508665,Concentrado Colectivo,29.281,27.367,0.000,1.097,5.880,20.17
2024-10-09,16:32:00,  108.5 ,966.5,  76.0 ,858.,1728508655,Cola Scavenger L2,9.278,0.362,0.000,0.006,0.000,8.86
2024-10-09,16:35:00,  111.0 ,720.,  48.5 ,609.,1728508658,Concentrado 1ra Limpieza L1,29.513,25.070,0.000,1.139,8.080,7.96
2024-10-09,16:38:00,  110.0 ,783.5,  178.5 ,673.5,1728508664,Concentrado 1ra Limpieza L2,29.531,25.170,0.000,0.962,7.600,26.50
2024-10-09,16:43:00,  109.5 ,935.,  298.0 ,825.5,1728508666,Concentrado Primario L2,24.899,17.379,0.000,0.665,24.800,36.10
2024-10-09,16:45:00,  110.0 ,942.5,  288.5 ,832.5,1728508667,Concentrado Primario L1,23.554,15.182,0.000,0.653,28.720,34.65
2024-10-14,17:39:00,  110.5 ,986.5,  294.0 ,876.,1728945327,Concentrado Primario L1,19.002,13.184,0.080,0.708,40.960,33.56
2024-10-14,17:41:00,  108.0 ,940.,  348.0 ,832.,1728945332,Rebose Hidrociclones L1,2.376,0.633,0.007,0.031,0.000,41.83
2024-10-14,17:42:00,  111.0 ,830.,  191.0 ,719.,1728945336,Concentrado Colectivo,29.251,21.125,0.102,1.059,15.440,26.56
2024-10-14,17:45:00,  109.0 ,966.5,  284.0 ,857.5,1728945341,Concentrado Primario L2,20.837,15.681,0.096,0.747,35.300,33.12
2024-10-14,17:47:00,  111.0 ,818.,  149.0 ,707.,1728945343,Relave Final,1.699,0.055,0.000,0.006,0.000,21.07
2024-10-14,17:49:00,  110.0 ,846.,  206.0 ,736.,1728945344,Concentrado 1ra Limpieza L2,30.248,21.274,0.109,1.055,12.880,27.99
2024-10-14,17:52:00,  108.5 ,970.,  79.0 ,861.5,1728945346,Cola Scavenger L1,6.152,0.194,0.000,0.007,0.000,9.17
2024-10-14,17:54:00,  111.0 ,761.5,  57.5 ,650.5,1728945347,Concentrado 1ra Limpieza L1,29.418,20.326,0.111,1.158,15.480,8.84
2024-10-14,17:57:00,  108.5 ,983.5,  78.0 ,875.,1728945349,Cola Scavenger L2,6.181,0.194,0.000,0.007,0.000,8.91
2024-10-23,10:06:00,  110.5 ,734.5,  56.5 ,624.,1729695734,Concentrado 1ra Limpieza L1,28.041,19.059,0.000,1.230,7.050,9.05
2024-10-23,10:07:00,  110.5 ,900.,  298.0 ,789.5,1729695755,Rebose Hidrociclones L1,3.017,0.390,0.000,0.018,0.000,37.75
2024-10-23,10:10:00,  110.0 ,913.5,  307.0 ,803.5,1729695760,Rebose Hidrociclones L2,3.148,0.439,0.000,0.019,0.000,38.21
2024-10-23,10:12:00,  109.0 ,831.,  167.5 ,722.,1729695763,Relave Final,3.318,0.055,0.000,0.004,0.000,23.20
2024-10-23,10:16:00,  108.5 ,960.,  93.5 ,851.5,1729695765,Cola Scavenger L1,7.240,0.162,0.000,0.007,0.000,10.98
2024-10-23,10:18:00,  110.0 ,854.,  219.5 ,744.,1729696410,Concentrado 1ra Limpieza L2,28.697,20.738,0.000,1.086,5.830,29.50
2024-10-23,10:21:00,  110.0 ,823.5,  178.0 ,713.5,1729696413,Concentrado Colectivo,28.560,24.786,0.000,1.097,3.970,24.95
2024-10-23,10:23:00,  109.5 ,964.5,  303.5 ,855.,1729696415,Concentrado Primario L2,23.221,17.676,0.000,0.847,13.210,35.50
2024-10-23,10:25:00,  110.0 ,986.5,  308.5 ,876.5,1729696417,Concentrado Primario L1,22.331,16.788,0.000,0.804,13.850,35.20
2024-10-25,16:45:00,  108.0 ,945.5,  343.5 ,837.5,1729892616,Rebose Hidrociclones L1,1.998,0.557,0.000,0.025,0.000,41.01
2024-10-25,16:48:00,  111.0 ,742.,  55.0 ,631.,1729892637,Concentrado 1ra Limpieza L1,27.261,20.046,0.000,1.356,14.180,8.72
2024-10-25,16:49:00,  111.0 ,734.5,  230.5 ,623.5,1729892641,Rebose Hidrociclones L2,2.121,0.608,0.000,0.025,0.000,36.97
2024-10-25,16:51:00,  110.0 ,851.,  193.0 ,741.,1729892646,Concentrado 1ra Limpieza L2,26.921,23.305,0.000,1.110,11.980,26.05
2024-10-25,16:53:00,  111.0 ,830.5,  157.5 ,719.5,1729892652,Relave Final,1.656,0.074,0.000,0.005,0.000,21.89
2024-10-25,16:54:00,  109.0 ,1008.5,  351.5 ,899.5,1729892657,Concentrado Primario L2,22.318,19.256,0.000,0.863,26.000,39.08
2024-10-25,16:57:00,  110.0 ,1001.5,  94.0 ,891.5,1729892663,Cola Scavenger L1,6.437,0.138,0.000,0.009,0.000,10.54
2024-10-25,17:01:00,  108.5 ,612.5,  73.0 ,504.,1729892675,Cola Scavenger L2,6.073,0.123,0.000,0.008,0.000,14.48
2024-10-25,17:02:00,  110.5 ,1015.5,  344.0 ,905.,1729892679,Concentrado Primario L1,21.616,17.380,0.000,0.828,29.580,38.01
2024-10-25,17:04:00,  108.0 ,807.,  184.5 ,699.,1729893561,Concentrado Colectivo,27.041,25.675,0.000,1.244,9.360,26.39
2024-10-30,17:13:00,  108.5 ,954.5,  99.5 ,846.,1730326142,Cola Scavenger L2,3.477,0.073,0.000,0.005,0.000,11.76
2024-10-30,17:15:00,  110.5 ,599.,  32.5 ,488.5,1730326144,Concentrado 1ra Limpieza L1,25.203,23.305,0.284,1.509,16.100,6.65
2024-10-30,17:18:00,  110.0 ,975.,  99.5 ,865.,1730326147,Cola Scavenger L1,3.534,0.076,0.000,0.005,0.000,11.50
2024-10-30,17:19:00,  109.5 ,935.,  262.5 ,825.5,1730326149,Concentrado Primario L2,16.916,16.096,0.179,0.899,39.500,31.80
2024-10-30,17:23:00,  110.0 ,806.,  153.0 ,696.,1730326154,Concentrado 1ra Limpieza L2,25.102,23.404,0.273,1.504,16.120,21.98
2024-10-30,17:25:00,  109.0 ,804.5,  136.0 ,695.5,1730326155,Relave Final,1.616,0.060,0.000,0.006,0.000,19.55
2024-10-30,17:26:00,  110.0 ,918.5,  257.5 ,808.5,1730326157,Concentrado Primario L1,16.916,15.109,0.183,0.781,41.680,31.85
2024-10-30,17:28:00,  110.5 ,936.,  369.5 ,825.5,1730326159,Rebose Hidrociclones L1,2.084,0.594,0.011,0.035,0.000,44.76
2024-10-30,17:41:00,  110.0 ,771.,  162.0 ,661.,1730327875,Concentrado Colectivo,26.270,26.169,0.294,1.491,11.660,24.51
2024-10-30,17:48:00,  110.0 ,925.5,  332.5 ,815.5,1730328344,Rebose Hidrociclones L2,2.300,0.576,0.011,0.031,0.000,40.77
2024-11-01,12:08:00,  110.5 ,719.5,  37.5 ,609.,1730480655,Concentrado 1ra Limpieza L1,26.184,22.599,0.213,1.374,14.280,6.16
2024-11-01,12:09:00,  109.5 ,974.,  302.0 ,864.5,1730480656,Concentrado Primario L2,20.492,16.256,0.123,0.783,32.500,34.93
2024-11-01,12:11:00,  110.5 ,949.,  344.5 ,838.5,1730480658,Rebose Hidrociclones L1,2.278,0.617,0.006,0.026,0.000,41.09
2024-11-01,12:13:00,  110.0 ,806.5,  170.0 ,696.5,1730480660,Concentrado 1ra Limpieza L2,25.981,23.343,0.191,1.216,13.060,24.41
2024-11-01,12:17:00,  110.0 ,766.5,  126.0 ,656.5,1730480665,Concentrado Colectivo,26.953,26.713,0.197,1.185,9.040,19.19
2024-11-01,12:18:00,  109.0 ,824.,  135.5 ,715.,1730480667,Relave Final,1.673,0.059,0.000,0.004,0.000,18.95
2024-11-01,12:20:00,  110.0 ,993.5,  304.0 ,883.5,1730480668,Concentrado Primario L1,20.139,16.057,0.116,0.751,34.380,34.41
2024-11-01,12:23:00,  110.0 ,978.,  98.5 ,868.,1730480670,Cola Scavenger L1,8.429,0.100,0.000,0.026,0.000,11.35
2024-11-01,12:26:00,  108.5 ,975.,  98.5 ,866.5,1730480672,Cola Scavenger L2,8.411,0.107,0.000,0.027,0.000,11.37
2024-11-04,10:31:00,  110.5 ,908.5,  354.0 ,798.,1730734075,Rebose Hidrociclones L1,4.401,0.399,0.016,0.029,0.000,44.36
2024-11-04,10:34:00,  109.0 ,880.5,  236.0 ,771.5,1730734078,Relave Final,5.042,0.079,0.000,0.011,0.000,30.59
2024-11-04,10:37:00,  108.5 ,963.5,  87.5 ,855.,1730734080,Cola Scavenger L1,4.083,0.075,0.000,0.016,0.000,10.23
2024-11-04,10:41:00,  108.5 ,955.5,  88.0 ,847.,1730734082,Cola Scavenger L2,4.120,0.058,0.000,0.015,0.000,10.39
2024-11-04,10:43:00,  110.5 ,724.,  53.0 ,613.5,1730734083,Concentrado 1ra Limpieza L1,25.979,26.515,0.322,1.601,10.220,8.64
2024-11-04,10:47:00,  110.0 ,766.,  129.0 ,656.,1730734084,Concentrado 1ra Limpieza L2,26.764,27.555,0.305,1.380,8.720,19.66
2024-11-04,10:51:00,  109.5 ,542.5,  123.5 ,433.,1730734089,Concentrado Primario L2,16.957,14.670,0.186,0.901,40.700,28.52
2024-11-04,10:53:00,  110.0 ,921.,  253.0 ,811.,1730734091,Concentrado Primario L1,18.161,16.652,0.232,1.101,36.580,31.20
2024-11-04,11:05:00,  110.0 ,927.,  308.5 ,817.,1730736233,Rebose Hidrociclones L2,4.366,0.462,0.018,0.033,0.000,37.76
2024-11-04,11:10:00,  110.0 ,1243.,  236.5 ,1133.,1730736525,Concentrado Colectivo,27.071,28.943,0.310,1.347,6.780,20.87
2024-11-06,11:17:00,  110.0 ,727.,  223.0 ,617.,1730910276,Rebose Hidrociclones L2,2.293,0.752,0.000,0.038,0.000,36.14
2024-11-06,11:30:00,  109.0 ,819.,  155.0 ,710.,1730910484,Relave Final,1.273,0.085,0.000,0.007,0.000,21.83
2024-11-06,11:33:00,  108.5 ,1002.,  107.0 ,893.5,1730910488,Cola Scavenger L1,10.763,0.205,0.000,0.022,0.000,11.98
2024-11-06,11:37:00,  108.5 ,971.5,  99.5 ,863.,1730910492,Cola Scavenger L2,10.561,0.180,0.000,0.020,0.000,11.53
2024-11-06,11:42:00,  110.0 ,892.5,  251.0 ,782.5,1730810497,Concentrado 1ra Limpieza L2,30.352,16.206,0.000,0.936,0.000,32.08
2024-11-06,11:43:00,  109.5 ,1034.,  361.5 ,924.5,1730910502,Concentrado Primario L2,26.997,13.282,0.000,0.743,21.280,39.10
2024-11-06,11:46:00,  110.0 ,1038.5,  354.5 ,928.5,1730910504,Concentrado Primario L1,26.390,12.588,0.000,0.743,23.640,38.18
2024-11-25,11:00:00,  108.5 ,1170.,  75.5 ,1061.5,,,,,,,,7.11
2024-11-25,11:04:00,  109.0 ,870.,  190.0 ,761.,,,,,,,,24.97
2024-11-25,11:07:00,  108.5 ,1136.5,  76.5 ,1028.,,,,,,,,7.44
2024-11-25,11:09:00,  110.5 ,820.5,  67.5 ,710.,,,,,,,,9.51
2024-11-25,11:12:00,  110.0 ,834.,  170.5 ,724.,,,,,,,,23.55
2024-11-25,11:14:00,  109.5 ,934.5,  228.5 ,825.,,,,,,,,27.70
2024-11-25,11:17:00,  110.0 ,921.5,  296.5 ,811.5,,,,,,,,36.54
2024-11-25,11:54:00,  110.0 ,866.5,  124.0 ,756.5,,,,,,,,16.39
2024-11-25,12:14:00,  110.0 ,894.,  198.5 ,784.,,,,,,,,25.32
2024-12-02,11:13:00,  111.0 ,919.,  309.5 ,808.,1733155842,Rebose Hidrociclones L2,3.260,0.356,0.009,0.011,0.000,38.30
2024-12-02,11:15:00,  111.0 ,838.5,  174.5 ,727.5,1733155847,Relave Final,2.692,0.052,0.000,0.005,0.000,23.99
2024-12-02,11:22:00,  108.5 ,1114.,  60.5 ,1005.5,1733155853,Cola Scavenger L2,10.038,0.490,0.000,0.020,0.000,6.02
2024-12-02,11:26:00,  108.5 ,1102.,  40.0 ,993.5,1733156586,Cola Scavenger L1,9.826,0.461,0.000,0.018,0.000,4.03
